text,label,augmentation_type,original_text,language,translation_method
עברית: Sie müssen dem IRS JETZT Geld senden unter https:/...,spam,,Sie müssen dem IRS JETZT Geld senden unter https://tinyurl.com/9053,hebrew,google_translate_placeholder
"עברית: Introduce el código de verificación: 945818, para ...",ham,,"Introduce el código de verificación: 945818, para activar SPayLater. Válido por 15 minutos. NO compartas este código con nadie.",hebrew,google_translate_placeholder
עברית: Hot Summer Sale! Buy one get one free on all beach...,spam,,Hot Summer Sale! Buy one get one free on all beachwear at TrendyStyles. Shop now at www.trendystyles.com/sale5,hebrew,google_translate_placeholder
"עברית: Ciao, il saldo del tuo account Voicespin AlephLink...",ham,,"Ciao, il saldo del tuo account Voicespin AlephLink è di 57,97. A meno che non lo ricarichi al più presto, raggiungerà il limite di credito e verrà bloccato automaticamente.",hebrew,google_translate_placeholder
עברית: Ciao amore! Come va quel nuovo lavoro? Sei lì ora?...,ham,,"Ciao amore! Come va quel nuovo lavoro? Sei lì ora? Sei felice? Pensi a me? Mi sveglio, mio schiavo, e ti invio un bacio provocatorio da dietro il mare.",hebrew,google_translate_placeholder
עברית: FREE iPhone 15! Enter code 8657 at bit.ly/123...,spam,,FREE iPhone 15! Enter code 8657 at bit.ly/123,hebrew,google_translate_placeholder
עברית: Your entry won! Claim $757 cash prize at tinyurl.c...,spam,,Your entry won! Claim $757 cash prize at tinyurl.com/abc,hebrew,google_translate_placeholder
עברית: Pacchetto bloccato nel terminale: http://ffnst.com...,phishing,,Pacchetto bloccato nel terminale: http://ffnst.com/7DH74,hebrew,google_translate_placeholder
עברית: FREE iPhone 15! Enter code 2066 at tinyurl.com/abc...,spam,,FREE iPhone 15! Enter code 2066 at tinyurl.com/abc,hebrew,google_translate_placeholder
עברית: Limited time offer: 50% off everything!...,spam,,Limited time offer: 50% off everything!,hebrew,google_translate_placeholder
עברית: Invia denaro ora http://bit.ly/1812...,phishing,,Invia denaro ora http://bit.ly/1812,hebrew,google_translate_placeholder
עברית: Envoyer de l'argent maintenant http//bit.ly/1731...,phishing,,Envoyer de l'argent maintenant http//bit.ly/1731,hebrew,google_translate_placeholder
עברית: Your verification code is 6689...,ham,,Your verification code is 6689,hebrew,google_translate_placeholder
עברית: සුබ ලංකා මහාවේ!!! NO ලීටර් වරාය m-dpt රථය AVANZA ව...,spam,,සුබ ලංකා මහාවේ!!! NO ලීටර් වරාය m-dpt රථය AVANZA වේදනා AS කාටූවේ. ටීඩී ආගනනය කරන වහිනවා මෙදි රාත්‍රී දිනය 23:00 ට මෙට්‍රෝ TV PKL. තොරතුරු සඳහා අනුකූර්ධ වෙත පිලිණීමට අපගේ ලොකු: www.Priode-.webs.com/hub:0016282190254447. TSEL,hebrew,google_translate_placeholder
עברית: Enjoy the convenience of paying your BPJS premiums...,spam,,"Enjoy the convenience of paying your BPJS premiums with TCASH. Simply dial *800#, select the payment menu OR use the T-Wallet app on your Android and iPhone smartphones.",hebrew,google_translate_placeholder
עברית: Oferta exclusiva: Obtén un 50% de descuento en tu ...,spam,,Oferta exclusiva: Obtén un 50% de descuento en tu próxima compra en SuperShoes. Visita www.supershoes.com/offers. Darse de baja en bit.ly/com37380.,hebrew,google_translate_placeholder
עברית: So che mi manca la maggior parte dei dettagli di q...,ham,,So che mi manca la maggior parte dei dettagli di questa particolare dramastorm ma per la maggior parte non mi preoccupa,hebrew,google_translate_placeholder
עברית: Your account balance is $4130...,ham,,Your account balance is $4130,hebrew,google_translate_placeholder
עברית: Questionnaire Sunshine de la semaine! Gagnez un le...,spam,,"Questionnaire Sunshine de la semaine! Gagnez un lecteur DVD Sony haut de gamme si vous savez dans quel pays Liverpool a joué en milieu de semaine? Envoyez la réponse par SMS au 82277. £ 1,50 Coût du SMS: Tyrone",hebrew,google_translate_placeholder
עברית: (aytd2773838383 https://goo.gl/782880...,spam,,(aytd2773838383 https://goo.gl/782880,hebrew,google_translate_placeholder
עברית: Уважаемый клиент. Ваша SIM-карта как победитель по...,spam,,Уважаемый клиент. Ваша SIM-карта как победитель получает ПРИЗ - Автомобиль Toyota ALL NEW YARIS PIN: 8JF2177 от GEBYAR UNDIAN 3 CARE. Для получения подробной информации нажмите: www.infogebyarhadiah3care.blogspot.co.id,hebrew,google_translate_placeholder
"עברית: Hallo, Ihr Voicespin Zeus100-Kontostand beträgt 97...",ham,,"Hallo, Ihr Voicespin Zeus100-Kontostand beträgt 97,22. Wenn Sie es nicht umgehend aufladen, wird es das Kreditlimit erreichen und automatisch blockiert werden. p",hebrew,google_translate_placeholder
עברית: Your entry won! Claim $2588 cash prize at goo.gl/x...,spam,,Your entry won! Claim $2588 cash prize at goo.gl/xyz,hebrew,google_translate_placeholder
עברית: Debt relief program: Get out of debt fast! Call 69...,spam,,Debt relief program: Get out of debt fast! Call 6966,hebrew,google_translate_placeholder
עברית: Invia denaro ora http//bit.ly/1494...,phishing,,Invia denaro ora http//bit.ly/1494,hebrew,google_translate_placeholder
עברית: Acción requerida: verifica tu Apple ID para evitar...,phishing,,Acción requerida: verifica tu Apple ID para evitar la terminación de la cuenta. Ve a http://verifyyour-appleid.com.,hebrew,google_translate_placeholder
עברית: Quiz Pub Moby. Vinci un premio in denaro del valor...,spam,,"Quiz Pub Moby. Vinci un premio in denaro del valore di £100 se sai chi sarà la nuova Duchessa di Cornovaglia? Invia un SMS con il suo nome al numero 82277. Per annullare l'iscrizione, invia STOP. Costo £1.50. Mittente 008704050406 SP.",hebrew,google_translate_placeholder
עברית: Senden Sie jetzt Geld http//bit.ly/2333...,phishing,,Senden Sie jetzt Geld http//bit.ly/2333,hebrew,google_translate_placeholder
עברית: Du hast bereits einen unzuverlässigen Elternteil. ...,ham,,"Du hast bereits einen unzuverlässigen Elternteil. Es sollte nicht die Aufgabe des Kindes sein, den Elternteil zu unterstützen... jedenfalls nicht, bis sie alt genug für den Führerschein sind. Ich sollte da sein, um dich zu unterstützen. Und jetzt habe ich dir wehgetan. Unbeabsichtigt. Aber dennoch verletzt.",hebrew,google_translate_placeholder
עברית: Gracias por tu mensaje. Realmente aprecio tu sacri...,ham,,Gracias por tu mensaje. Realmente aprecio tu sacrificio. No estoy seguro del proceso de pago directo pero lo averiguaré en mi camino de regreso del examen mañana. Estoy en clase ahora. Que tengas un día maravilloso.,hebrew,google_translate_placeholder
"עברית: Je ne peux pas pour le moment, je dois d'abord con...",ham,,"Je ne peux pas pour le moment, je dois d'abord contacter des gens.",hebrew,google_translate_placeholder
עברית: Simplemente durmiendo y navegando...,ham,,Simplemente durmiendo y navegando,hebrew,google_translate_placeholder
עברית: Enviar dinero ahora http//bit.ly/2626...,phishing,,Enviar dinero ahora http//bit.ly/2626,hebrew,google_translate_placeholder
עברית: 🎉 CONGRATS! You won $4391 Amazon gift card! Redeem...,spam,,🎉 CONGRATS! You won $4391 Amazon gift card! Redeem at bit.ly/123 🎉,hebrew,google_translate_placeholder
עברית: FREE iPhone 15! Enter code 3887 at goo.gl/xyz...,spam,,FREE iPhone 15! Enter code 3887 at goo.gl/xyz,hebrew,google_translate_placeholder
עברית: நீங்கள் இருந்து பணம் அதே செய்஡ு உள்ள IRS NOW அனுப்...,spam,,நீங்கள் இருந்து பணம் அதே செய்஡ு உள்ள IRS NOW அனுப்ப வேண்டும் டினி://tinyurl.com/9035,hebrew,google_translate_placeholder
עברית: WhatsApp: New security code: 8752. Don't share it....,phishing,,WhatsApp: New security code: 8752. Don't share it.,hebrew,google_translate_placeholder
עברית: Bisakah Anda beri tahu saya lagi alamat Anda?...,ham,,Bisakah Anda beri tahu saya lagi alamat Anda?,hebrew,google_translate_placeholder
עברית: WIN 4426 NOW! Click goo.gl/xyz to claim!...,spam,,WIN 4426 NOW! Click goo.gl/xyz to claim!,hebrew,google_translate_placeholder
"עברית: Salut, le week-end était correct mais le voyage ét...",ham,,"Salut, le week-end était correct mais le voyage était terrible. La semaine ne sera pas bonne car j'ai un énorme retard de correction à rattraper.",hebrew,google_translate_placeholder
עברית: Send Money Now http//bit.ly/2046...,phishing,,Send Money Now http//bit.ly/2046,hebrew,google_translate_placeholder
"עברית: Por favor, llame a Amanda con respecto a renovar o...",spam,,"Por favor, llame a Amanda con respecto a renovar o actualizar su teléfono móvil actual de T-Mobile de forma gratuita. La oferta termina hoy. Tel 0845 021 3680 sujeto a términos y condiciones.",hebrew,google_translate_placeholder
עברית: Package held at the terminal: http://ffnst.com/7DH...,phishing,,"Package held at the terminal: http://ffnst.com/7DH254

Paket im Terminal festgehalten: http://ffnst.com/7DH254",hebrew,google_translate_placeholder
עברית: Diskon Musim Panas! Beli satu dapat satu gratis un...,spam,,Diskon Musim Panas! Beli satu dapat satu gratis untuk semua pakaian pantai di TrendyStyles. Belanja sekarang di www.trendystyles.com/sale25,hebrew,google_translate_placeholder
עברית: Ciao ragazza. Come stai? Spero tu stia bene. Io e ...,ham,,Ciao ragazza. Come stai? Spero tu stia bene. Io e Del siamo tornati! È passato molto tempo dall'ultima volta che ci siamo sentiti. Chiamami qualche volta. Da Lucyxx,hebrew,google_translate_placeholder
"עברית: Ich fühle mich schlecht, seinem Bruder zu sagen, d...",ham,,"Ich fühle mich schlecht, seinem Bruder zu sagen, dass er nach pvj name1 will  :(",hebrew,google_translate_placeholder
עברית: 🎉 CONGRATS! You won $2557 Amazon gift card! Redeem...,spam,,🎉 CONGRATS! You won $2557 Amazon gift card! Redeem at bit.ly/123 🎉,hebrew,google_translate_placeholder
עברית: Send Money Now http//bit.ly/1549...,phishing,,Send Money Now http//bit.ly/1549,hebrew,google_translate_placeholder
"עברית: Habe gerade etwas Geld für Benzin bekommen, besteh...",ham,,"Habe gerade etwas Geld für Benzin bekommen, besteht die Möglichkeit, dass du und die Bande Lust auf ein großes Naturabenteuer habt?",hebrew,google_translate_placeholder
עברית: Job offer: Earn $4365/month. Apply at goo.gl/xyz...,phishing,,Job offer: Earn $4365/month. Apply at goo.gl/xyz,hebrew,google_translate_placeholder
עברית: Bank of America: Suspicious charge of $2710. Revie...,phishing,,Bank of America: Suspicious charge of $2710. Review at tinyurl.com/abc,hebrew,google_translate_placeholder
עברית: Paket wurde im Terminal festgehalten: http://ffnst...,phishing,,Paket wurde im Terminal festgehalten: http://ffnst.com/7DH274,hebrew,google_translate_placeholder
עברית: Colis retenu au terminal : http://ffnst.com/7DH651...,phishing,,Colis retenu au terminal : http://ffnst.com/7DH651,hebrew,google_translate_placeholder
עברית: Ne soyez pas mou... soyez vif et joyeux ! Seul ser...,spam,,"Ne soyez pas mou... soyez vif et joyeux ! Seul service de chat gay avec téléchargement de photos. Appelez le 08718730666 (10p/min). Pour arrêter nos messages, appelez le 08712460324",hebrew,google_translate_placeholder
עברית: Paquet retenu au terminal: http://ffnst.com/7DH978...,phishing,,Paquet retenu au terminal: http://ffnst.com/7DH978,hebrew,google_translate_placeholder
עברית: Enviar dinero ahora http//bit.ly/2661...,phishing,,Enviar dinero ahora http//bit.ly/2661,hebrew,google_translate_placeholder
עברית: 🎉 CONGRATS! You won $1163 Amazon gift card! Redeem...,spam,,🎉 CONGRATS! You won $1163 Amazon gift card! Redeem at tinyurl.com/abc 🎉,hebrew,google_translate_placeholder
עברית: Paquet retenu en terminal : http://ffnst.com/7DH77...,phishing,,Paquet retenu en terminal : http://ffnst.com/7DH770,hebrew,google_translate_placeholder
עברית: Actually I decided I was too hungry so I haven't l...,ham,,Actually I decided I was too hungry so I haven't left yet :V,hebrew,google_translate_placeholder
עברית: Sende jetzt Geld http//bit.ly/1385...,phishing,,Sende jetzt Geld http//bit.ly/1385,hebrew,google_translate_placeholder
עברית: Apakah saya sebaiknya mengirimkan foto nakal kepad...,ham,,Apakah saya sebaiknya mengirimkan foto nakal kepada Anda? :),hebrew,google_translate_placeholder
עברית: Nuovo testo di TEXTBUDDY Chat 2 ragazzi arrapati n...,spam,,Nuovo testo di TEXTBUDDY Chat 2 ragazzi arrapati nella tua zona per soli 25p. Gratuito per ricevere. Cerca il codice postale su gaytextbuddy.com. Manda un SMS con UN nome al 89693. 08715500022 per annullare.,hebrew,google_translate_placeholder
עברית: Kirim uang sekarang http//bit.ly/1806...,phishing,,Kirim uang sekarang http//bit.ly/1806,hebrew,google_translate_placeholder
עברית: Paquet retenu dans le terminal: http://ffnst.com/7...,phishing,,Paquet retenu dans le terminal: http://ffnst.com/7DH951,hebrew,google_translate_placeholder
"עברית: Keren, beri tahu saya saat Anda pergi...",ham,,"Keren, beri tahu saya saat Anda pergi",hebrew,google_translate_placeholder
עברית: Someonone you know is trying to contact you via ou...,spam,,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch,hebrew,google_translate_placeholder
עברית: Your tax refund of $1065 is ready. Claim at tinyur...,phishing,,Your tax refund of $1065 is ready. Claim at tinyurl.com/abc,hebrew,google_translate_placeholder
עברית: <#> Compte : 689217 est votre code de vérification...,ham,,"<#> Compte : 689217 est votre code de vérification du compte Samsung.\
bP2ROrn3fZQ",hebrew,google_translate_placeholder
עברית: ¡Eso es lo que me encanta escuchar! :V nos vemos e...,ham,,¡Eso es lo que me encanta escuchar! :V nos vemos el dominguito entonces,hebrew,google_translate_placeholder
עברית: DRINGEND! Die Ziehung vom letzten Wochenende zeigt...,spam,,"DRINGEND! Die Ziehung vom letzten Wochenende zeigt, dass Sie £1000 Bargeld oder einen Spanienurlaub gewonnen haben! RUFEN SIE JETZT 09050000332 an, um Ihren Gewinn geltend zu machen. AGB: RSTM, SW7 3SS. 150 PPM.",hebrew,google_translate_placeholder
עברית: Job offer: Earn $764/month. Apply at tinyurl.com/a...,phishing,,Job offer: Earn $764/month. Apply at tinyurl.com/abc,hebrew,google_translate_placeholder
עברית: Your order #8442 has been shipped....,ham,,Your order #8442 has been shipped.,hebrew,google_translate_placeholder
עברית: Segera! Kami memiliki 800 penerbangan GRATIS ke Er...,spam,,"Segera! Kami memiliki 800 penerbangan GRATIS ke Eropa yang dapat diberikan, hubungi sebelum 10 September & ajak seorang teman juga GRATIS. Hubungi sekarang untuk klaim di 09050000555. BA128NNFWFLY150ppm",hebrew,google_translate_placeholder
עברית: PayPal: 704301 is your security code. Do not share...,ham,,PayPal: 704301 is your security code. Do not share your code.,hebrew,google_translate_placeholder
עברית: ¿Ya terminaste el trabajo? :)...,ham,,¿Ya terminaste el trabajo? :),hebrew,google_translate_placeholder
עברית: 🎉 CONGRATS! You won $3365 Amazon gift card! Redeem...,spam,,🎉 CONGRATS! You won $3365 Amazon gift card! Redeem at tinyurl.com/abc 🎉,hebrew,google_translate_placeholder
עברית: Send Money Now http//bit.ly/1347...,phishing,,Send Money Now http//bit.ly/1347,hebrew,google_translate_placeholder
עברית: Kirim uang sekarang http//bit.ly/2526...,phishing,,Kirim uang sekarang http//bit.ly/2526,hebrew,google_translate_placeholder
עברית: Work from home: Earn $2020/hour! Start today: bit....,spam,,Work from home: Earn $2020/hour! Start today: bit.ly/123,hebrew,google_translate_placeholder
עברית: FreeMsg Pourquoi n'as-tu pas répondu à mon texto ?...,spam,,"FreeMsg Pourquoi n'as-tu pas répondu à mon texto ? Je suis Randy, sexy, femme et j'habite près de chez toi. J'adorerais avoir de tes nouvelles. Netcollex Ltd 08700621170150p par message de réponse Arrêt pour terminer",hebrew,google_translate_placeholder
עברית: Sende jetzt Geld http//bit.ly/2668...,phishing,,Sende jetzt Geld http//bit.ly/2668,hebrew,google_translate_placeholder
עברית: Call 2689 for customer support...,ham,,Call 2689 for customer support,hebrew,google_translate_placeholder
עברית: FREE iPhone 15! Enter code 9066 at tinyurl.com/abc...,spam,,FREE iPhone 15! Enter code 9066 at tinyurl.com/abc,hebrew,google_translate_placeholder
עברית: PLENETCELL Suchen Sie Vertreter zum Verkauf von Gu...,spam,,"PLENETCELL Suchen Sie Vertreter zum Verkauf von Guthaben für alle Anbieter Guthabenpreise, P5=4500 P10=8500 P20=17rb Für Informationen tippen Sie: INFO senden an: 085280948777 oder Kundenberatung: 082328823345",hebrew,google_translate_placeholder
עברית: Paket im Terminal festgehalten: http://ffnst.com/7...,phishing,,Paket im Terminal festgehalten: http://ffnst.com/7DH1101,hebrew,google_translate_placeholder
עברית: Come creare un documento il cui elenco dei contenu...,ham,,Come creare un documento il cui elenco dei contenuti viene creato automaticamente?,hebrew,google_translate_placeholder
"עברית: Sí, debería poder hacerlo. Te enviaré un mensaje c...",ham,,"Sí, debería poder hacerlo. Te enviaré un mensaje cuando esté listo para reunirnos.",hebrew,google_translate_placeholder
עברית: කෙරුණු කුලී කවියෝශගේ හ සිත දක්ක. ඇය නිවාස නැත. ...,ham,,"කෙරුණු කුලී කවියෝශගේ හ සිත දක්ක. ඇය නිවාස නැත. ඔවුන් සමග අපිච්ච් කේලිසන් එකක් දිනා. එයාගේ මිනිස් පද පෝටන් කරමිා. එයාවේ මුකුද ගෙනා. ලැජ්ජකේ කාපය ඇයට බේබ්ගේ හසුන. ගොතුම් දඨගොතුමි කුරලා ද ගල් මීළත. ඇයේ හි ඇයා ගොතුම්ද හොදකටන්එකෙහේ. කාමිසට ""බුස්ට් ෆෙම්!"" මිලාව හ කවැ. දේවල්ඩා දනූ සිත වහි of නසනි දඩඩි ඉසසේ නෙගේ. ගේො  නොඳමින්. එඔ්දෝර නිඒෂගේ වුගමි 2ගොතා. ඉයුට්ටියා සිනල්  බොගේවා්ඵ්වොඑ්ව එග වූලේති කනවි඲  නිලේ වේවීක මිලොගුර ම  2ගේ්ටොමොරාලේ්ඳ්ගේ  සලූකේ;ඩ;): ගුඩ් නයිට් ",hebrew,google_translate_placeholder
עברית: Piacevole odore su questo autobus e non è tabacco....,ham,,Piacevole odore su questo autobus e non è tabacco...,hebrew,google_translate_placeholder
עברית: Work from home: Earn $4710/hour! Start today: goo....,spam,,Work from home: Earn $4710/hour! Start today: goo.gl/xyz,hebrew,google_translate_placeholder
עברית: Le code de vérification Google est 122334...,phishing,,Le code de vérification Google est 122334,hebrew,google_translate_placeholder
עברית: PayPal: 120705 est votre code de récupération de m...,ham,,PayPal: 120705 est votre code de récupération de mot de passe. Ne partagez pas votre code.,hebrew,google_translate_placeholder
עברית: Send Money Now http//bit.ly/2117...,phishing,,Send Money Now http//bit.ly/2117,hebrew,google_translate_placeholder
עברית: Eh il tuo laptop non è disponibile in magazzino......,ham,,Eh il tuo laptop non è disponibile in magazzino... Dice che lunedì dovrai tornare a dare un'occhiata se ce n'è disponibilità o meno...,hebrew,google_translate_placeholder
עברית: Votre opinion sur moi ? 1. Over 2. Jada 3. Kusruth...,ham,,Votre opinion sur moi ? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Veuillez répondre..,hebrew,google_translate_placeholder
עברית: Job offer: Earn $3818/month. Apply at goo.gl/xyz...,phishing,,Job offer: Earn $3818/month. Apply at goo.gl/xyz,hebrew,google_translate_placeholder
עברית: ¡Llama GRATIS al 0800 542 0578 ahora!...,spam,,¡Llama GRATIS al 0800 542 0578 ahora!,hebrew,google_translate_placeholder
עברית: Please call our customer service representative on...,spam,,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed ¬£1000 cash or ¬£5000 prize!,hebrew,google_translate_placeholder
עברית: Enviar dinero ahora http//bit.ly/2120...,phishing,,Enviar dinero ahora http//bit.ly/2120,hebrew,google_translate_placeholder
עברית: <#> Compte: 982162 est votre code de vérification ...,ham,,"<#> Compte: 982162 est votre code de vérification de compte Samsung.\
bP2ROrn3fZQ",hebrew,google_translate_placeholder
עברית: Debt relief program: Get out of debt fast! Call 59...,spam,,Debt relief program: Get out of debt fast! Call 5907,hebrew,google_translate_placeholder
עברית: Send Money Now http//bit.ly/2334...,phishing,,Send Money Now http//bit.ly/2334,hebrew,google_translate_placeholder
עברית: Vado a cena. Ti mando un messaggio dopo....,ham,,Vado a cena. Ti mando un messaggio dopo.,hebrew,google_translate_placeholder
"עברית: Non parlare mai con lui, va bene, è una mia decisi...",ham,,"Non parlare mai con lui, va bene, è una mia decisione.",hebrew,google_translate_placeholder
עברית: Paket im Terminal: http://ffnst.com/7DH236 festgeh...,phishing,,Paket im Terminal: http://ffnst.com/7DH236 festgehalten.,hebrew,google_translate_placeholder
עברית: Bank of America: Suspicious charge of $3532. Revie...,phishing,,Bank of America: Suspicious charge of $3532. Review at bit.ly/123,hebrew,google_translate_placeholder
עברית: Nous avons envoyé le JD pour le poste de service c...,ham,,"Nous avons envoyé le JD pour le poste de service client et comptable à votre adresse e-mail. Pour plus de détails, contactez-nous.",hebrew,google_translate_placeholder
עברית: URGENT: Your prize is waiting! Call 9199...,spam,,URGENT: Your prize is waiting! Call 9199,hebrew,google_translate_placeholder
עברית: ROMCAPspam Todos a tu alrededor deberían responder...,spam,,"ROMCAPspam Todos a tu alrededor deberían responder bien a tu presencia, ya que eres muy cálido y extrovertido. Estás trayendo un verdadero rayo de sol.",hebrew,google_translate_placeholder
עברית: Invia denaro ora http//bit.ly/2239...,phishing,,Invia denaro ora http//bit.ly/2239,hebrew,google_translate_placeholder
עברית: Entonces pregunté cómo está Anthony. Papá. Y tu no...,ham,,Entonces pregunté cómo está Anthony. Papá. Y tu novio.,hebrew,google_translate_placeholder
עברית: Job offer: Earn $4618/month. Apply at bit.ly/123...,phishing,,Job offer: Earn $4618/month. Apply at bit.ly/123,hebrew,google_translate_placeholder
עברית: WhatsApp: New security code: 2654. Don't share it....,phishing,,WhatsApp: New security code: 2654. Don't share it.,hebrew,google_translate_placeholder
עברית: Prize winner! Claim your $2425 gift card at tinyur...,phishing,,Prize winner! Claim your $2425 gift card at tinyurl.com/abc,hebrew,google_translate_placeholder
עברית: Bank of America: Suspicious charge of $3845. Revie...,phishing,,Bank of America: Suspicious charge of $3845. Review at goo.gl/xyz,hebrew,google_translate_placeholder
עברית: Don't miss this amazing deal: bag for only $34!...,spam,,Don't miss this amazing deal: bag for only $34!,hebrew,google_translate_placeholder
עברית: URGENT: Your prize is waiting! Call 4573...,spam,,URGENT: Your prize is waiting! Call 4573,hebrew,google_translate_placeholder
עברית: Your entry won! Claim $3905 cash prize at tinyurl....,spam,,Your entry won! Claim $3905 cash prize at tinyurl.com/abc,hebrew,google_translate_placeholder
עברית: Paket im Terminal festgehalten: http://ffnst.com/7...,phishing,,Paket im Terminal festgehalten: http://ffnst.com/7DH606,hebrew,google_translate_placeholder
עברית: FLASH SALE: 77% OFF all items! Shop now: bit.ly/12...,spam,,FLASH SALE: 77% OFF all items! Shop now: bit.ly/123,hebrew,google_translate_placeholder
עברית: Kirim Uang Sekarang http//bit.ly/2491...,phishing,,Kirim Uang Sekarang http//bit.ly/2491,hebrew,google_translate_placeholder
עברית: Work from home: Earn $3426/hour! Start today: bit....,spam,,Work from home: Earn $3426/hour! Start today: bit.ly/123,hebrew,google_translate_placeholder
עברית: Call 4729 for customer support...,ham,,Call 4729 for customer support,hebrew,google_translate_placeholder
עברית: Kirim Uang Sekarang http//bit.ly/2834...,phishing,,Kirim Uang Sekarang http//bit.ly/2834,hebrew,google_translate_placeholder
עברית: No you'll just get a headache trying to figure it ...,ham,,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),hebrew,google_translate_placeholder
עברית: \alright babe...,ham,,\alright babe,hebrew,google_translate_placeholder
עברית: Debt relief program: Get out of debt fast! Call 43...,spam,,Debt relief program: Get out of debt fast! Call 4341,hebrew,google_translate_placeholder
עברית: Colis retenu au terminal : http://ffnst.com/7DH704...,phishing,,Colis retenu au terminal : http://ffnst.com/7DH704,hebrew,google_translate_placeholder
עברית: Qual è il tuo piano per il Pongal?...,ham,,Qual è il tuo piano per il Pongal?,hebrew,google_translate_placeholder
עברית: FREE iPhone 15! Enter code 7528 at tinyurl.com/abc...,spam,,FREE iPhone 15! Enter code 7528 at tinyurl.com/abc,hebrew,google_translate_placeholder
עברית: Bank of America: Suspicious charge of $4875. Revie...,phishing,,Bank of America: Suspicious charge of $4875. Review at bit.ly/123,hebrew,google_translate_placeholder
עברית: Confirmation code: 6405. Valid for 10 minutes...,ham,,Confirmation code: 6405. Valid for 10 minutes,hebrew,google_translate_placeholder
עברית: Job offer: Earn $1930/month. Apply at goo.gl/xyz...,phishing,,Job offer: Earn $1930/month. Apply at goo.gl/xyz,hebrew,google_translate_placeholder
עברית: Your tax refund of $2660 is ready. Claim at goo.gl...,phishing,,Your tax refund of $2660 is ready. Claim at goo.gl/xyz,hebrew,google_translate_placeholder
עברית: Your tax refund of $3362 is ready. Claim at tinyur...,phishing,,Your tax refund of $3362 is ready. Claim at tinyurl.com/abc,hebrew,google_translate_placeholder
עברית: MEGA PRIMA TAMA PROMO SCONTO 20-50% Blackberry dak...,spam,,"MEGA PRIMA TAMA PROMO SCONTO 20-50% Blackberry dakota rp. 2.700.000 onyx 2 rp. 1,8 iphon, ipad Laptop, Camera, ALTRO INFO www.megaprimatama.com PIN BB 2A9EA404",hebrew,google_translate_placeholder
עברית: Saya menghadiri acara tersebut tapi tidak ada apa-...,ham,,Saya menghadiri acara tersebut tapi tidak ada apa-apa di sana.,hebrew,google_translate_placeholder
"עברית: Santai, ambil waktu kamu....",ham,,"Santai, ambil waktu kamu.",hebrew,google_translate_placeholder
"עברית: Caro Sim Bowden, per favore controlla la tua email...",ham,,"Caro Sim Bowden, per favore controlla la tua email per la promozione speciale di Natale su alcuni prodotti! Cordiali saluti, Suppline central@csdep.net",hebrew,google_translate_placeholder
עברית: Your entry won! Claim $3607 cash prize at goo.gl/x...,spam,,Your entry won! Claim $3607 cash prize at goo.gl/xyz,hebrew,google_translate_placeholder
"עברית: Ok, lo haré. ¿Sabías que me aprobaron AdSense?...",ham,,"Ok, lo haré. ¿Sabías que me aprobaron AdSense?",hebrew,google_translate_placeholder
עברית: Prize winner! Claim your $3620 gift card at goo.gl...,phishing,,Prize winner! Claim your $3620 gift card at goo.gl/xyz,hebrew,google_translate_placeholder
עברית: WhatsApp: New security code: 8526. Don't share it....,phishing,,WhatsApp: New security code: 8526. Don't share it.,hebrew,google_translate_placeholder
עברית: Devi inviare denaro all'IRS ADESSO a https://tinyu...,spam,,Devi inviare denaro all'IRS ADESSO a https://tinyurl.com/9008,hebrew,google_translate_placeholder
עברית: Un pêcheur se réveilla tôt le matin. Il faisait tr...,ham,,"Un pêcheur se réveilla tôt le matin. Il faisait très sombre. Il attendit un moment et trouva un sac plein de pierres. Il commença à les jeter dans la mer pour passer le temps. Finalement, il ne lui restait qu'une seule pierre, le soleil se leva et il réalisa que ce n'étaient pas des pierres, mais des diamants. Moral : ""Ne te réveille pas tôt le matin."" Bonne nuit.",hebrew,google_translate_placeholder
עברית: Beauty sleep can help ur pimples too....,ham,,Beauty sleep can help ur pimples too.,hebrew,google_translate_placeholder
עברית: 🎉 CONGRATS! You won $1126 Amazon gift card! Redeem...,spam,,🎉 CONGRATS! You won $1126 Amazon gift card! Redeem at tinyurl.com/abc 🎉,hebrew,google_translate_placeholder
עברית: Sende jetzt Geld. http//bit.ly/1728...,phishing,,Sende jetzt Geld. http//bit.ly/1728,hebrew,google_translate_placeholder
עברית: WIN 4514 NOW! Click tinyurl.com/abc to claim!...,spam,,WIN 4514 NOW! Click tinyurl.com/abc to claim!,hebrew,google_translate_placeholder
עברית: Aku bertanya apakah kamu akan bertemu dengan dia b...,ham,,Aku bertanya apakah kamu akan bertemu dengan dia besok malam...,hebrew,google_translate_placeholder
עברית: FREE iPhone 15! Enter code 4451 at bit.ly/123...,spam,,FREE iPhone 15! Enter code 4451 at bit.ly/123,hebrew,google_translate_placeholder
עברית: WIN 660 NOW! Click bit.ly/123 to claim!...,spam,,WIN 660 NOW! Click bit.ly/123 to claim!,hebrew,google_translate_placeholder
עברית: Yunny... Starò in ritardo...,ham,,Yunny... Starò in ritardo,hebrew,google_translate_placeholder
