text,label,original_text
הודעה: Your tax refund of $723 is ready. Claim at goo.gl/xyz,phishing,Your tax refund of $723 is ready. Claim at goo.gl/xyz
win 2713 עכשיו! לחץ tinyurl.com/abc to claim!,spam,WIN 2713 NOW! Click tinyurl.com/abc to claim!
פרס winner! claim your $2580 gift card at bit.ly/123,phishing,Prize winner! Claim your $2580 gift card at bit.ly/123
הודעה: Your tax refund of $984 is ready. Claim at tinyurl.com/abc,phishing,Your tax refund of $984 is ready. Claim at tinyurl.com/abc
debt relief program: get out of debt fast! התקשר 4288,spam,Debt relief program: Get out of debt fast! Call 4288
הודעה: <#> Akun: 250744 adalah kode verifikasi akun Anda.\,ham,<#> Akun: 250744 adalah kode verifikasi akun Anda.\
דחוף: your פרס is waiting! התקשר 6618,spam,URGENT: Your prize is waiting! Call 6618
הודעה: Cally. Bitte beantworte diese SMS nicht.,ham,Cally. Bitte beantworte diese SMS nicht.
your entry won! claim $2612 cash פרס at bit.ly/123,spam,Your entry won! Claim $2612 cash prize at bit.ly/123
הודעה: Your order #6674 has been shipped.,ham,Your order #6674 has been shipped.
הודעה: Your order #4772 has been shipped.,ham,Your order #4772 has been shipped.
הודעה: Your tax refund of $503 is ready. Claim at goo.gl/xyz,phishing,Your tax refund of $503 is ready. Claim at goo.gl/xyz
דחוף: your פרס is waiting! התקשר 3820,spam,URGENT: Your prize is waiting! Call 3820
הודעה: Your tax refund of $2529 is ready. Claim at goo.gl/xyz,phishing,Your tax refund of $2529 is ready. Claim at goo.gl/xyz
הודעה: Your order #2551 has been shipped.,ham,Your order #2551 has been shipped.
חינם iphone 15! enter code 1742 at tinyurl.com/abc,spam,FREE iPhone 15! Enter code 1742 at tinyurl.com/abc
חינם iphone 15! enter code 2822 at goo.gl/xyz,spam,FREE iPhone 15! Enter code 2822 at goo.gl/xyz
הודעה: Your order #8035 has been shipped.,ham,Your order #8035 has been shipped.
debt relief program: get out of debt fast! התקשר 3983,spam,Debt relief program: Get out of debt fast! Call 3983
win 599 עכשיו! לחץ bit.ly/123 to claim!,spam,WIN 599 NOW! Click bit.ly/123 to claim!
you need to send money the irs עכשיו at https://tinyurl.com/8892,spam,You need to send money the IRS NOW at https://tinyurl.com/8892
"הודעה: Halo Bapak PRIMADI SUTIONO, pesawat Anda SQ963 pada tanggal 15 Desember 2023 dari Jakarta ke Singapura sudah siap untuk check-in: https://www.singaporeair.com/ice/2oL-0_7BW7AwR",ham,"Halo Bapak PRIMADI SUTIONO, pesawat Anda SQ963 pada tanggal 15 Desember 2023 dari Jakarta ke Singapura sudah siap untuk check-in: https://www.singaporeair.com/ice/2oL-0_7BW7AwR"
debt relief program: get out of debt fast! התקשר 3349,spam,Debt relief program: Get out of debt fast! Call 3349
win 2188 עכשיו! לחץ bit.ly/123 to claim!,spam,WIN 2188 NOW! Click bit.ly/123 to claim!
הודעה: Spero solo che non fosse troppo ubriaco per ricordare e sia andato dalla sua sorella o qualcosa del genere!,ham,Spero solo che non fosse troppo ubriaco per ricordare e sia andato dalla sua sorella o qualcosa del genere!
חינם iphone 15! enter code 4778 at bit.ly/123,spam,FREE iPhone 15! Enter code 4778 at bit.ly/123
דחוף: your פרס is waiting! התקשר 2273,spam,URGENT: Your prize is waiting! Call 2273
התקשר 9631 for customer support,ham,Call 9631 for customer support
פרס winner! claim your $1604 gift card at bit.ly/123,phishing,Prize winner! Claim your $1604 gift card at bit.ly/123
debt relief program: get out of debt fast! התקשר 7932,spam,Debt relief program: Get out of debt fast! Call 7932
חינם iphone 15! enter code 1198 at goo.gl/xyz,spam,FREE iPhone 15! Enter code 1198 at goo.gl/xyz
win 4838 עכשיו! לחץ tinyurl.com/abc to claim!,spam,WIN 4838 NOW! Click tinyurl.com/abc to claim!
your entry won! claim $1632 cash פרס at goo.gl/xyz,spam,Your entry won! Claim $1632 cash prize at goo.gl/xyz
slmt לא anda mendptkan hadiah 1 unit mobil honda jazz dr promo tri care 2016 dgn pin pemenang:454647lm lnfo klik:www.kejutanbimatri.blogspot.com,spam,Slmt No Anda mendptkan Hadiah 1 unit MOBIL HONDA jazz dr promo TRI CARE 2016 dgn PIN PEMENANG:454647LM lnfo Klik:www.kejutanbimatri.blogspot.com
הודעה: You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!
הודעה: Package held at the terminal: http://ffnst.com/7DH382,phishing,Package held at the terminal: http://ffnst.com/7DH382
פרס winner! claim your $4000 gift card at bit.ly/123,phishing,Prize winner! Claim your $4000 gift card at bit.ly/123
you need to send money the irs עכשיו at https://tinyurl.com/8838,spam,You need to send money the IRS NOW at https://tinyurl.com/8838
הודעה: Your tax refund of $4574 is ready. Claim at tinyurl.com/abc,phishing,Your tax refund of $4574 is ready. Claim at tinyurl.com/abc
דחוף: your פרס is waiting! התקשר 2727,spam,URGENT: Your prize is waiting! Call 2727
התקשר 6768 for customer support,ham,Call 6768 for customer support
your entry won! claim $2547 cash פרס at goo.gl/xyz,spam,Your entry won! Claim $2547 cash prize at goo.gl/xyz
חינם iphone 15! enter code 9399 at tinyurl.com/abc,spam,FREE iPhone 15! Enter code 9399 at tinyurl.com/abc
your entry won! claim $1136 cash פרס at goo.gl/xyz,spam,Your entry won! Claim $1136 cash prize at goo.gl/xyz
הודעה: Your payment of $2465 was processed,ham,Your payment of $2465 was processed
win 3462 עכשיו! לחץ goo.gl/xyz to claim!,spam,WIN 3462 NOW! Click goo.gl/xyz to claim!
פרס winner! claim your $584 gift card at goo.gl/xyz,phishing,Prize winner! Claim your $584 gift card at goo.gl/xyz
חינם iphone 15! enter code 4091 at goo.gl/xyz,spam,FREE iPhone 15! Enter code 4091 at goo.gl/xyz
חינם iphone 15! enter code 8060 at tinyurl.com/abc,spam,FREE iPhone 15! Enter code 8060 at tinyurl.com/abc
הודעה: Tolong TELEPON 08712402972 segera karena ada pesan penting yang menunggu untuk Anda,spam,Tolong TELEPON 08712402972 segera karena ada pesan penting yang menunggu untuk Anda
הודעה: Your payment of $1109 was processed,ham,Your payment of $1109 was processed
"הודעה: Grande sentire che ti stai adattando bene. Quindi, cosa sta succedendo con Ola?",ham,"Grande sentire che ti stai adattando bene. Quindi, cosa sta succedendo con Ola?"
"הודעה: Kumpel, wir sollten wieder Stand Up Paddling gehen.",ham,"Kumpel, wir sollten wieder Stand Up Paddling gehen."
הודעה: Package detained at the terminal: http://ffnst.com/7DH932,phishing,Package detained at the terminal: http://ffnst.com/7DH932
debt relief program: get out of debt fast! התקשר 5178,spam,Debt relief program: Get out of debt fast! Call 5178
"הודעה: Halo, saldo akun Voicespin KUZEY_GRUP Anda adalah 99,56. Kecuali Anda mengisinya secepat mungkin, akan mencapai batas kredit sehingga akan diblokir secara otomatis.",ham,"Halo, saldo akun Voicespin KUZEY_GRUP Anda adalah 99,56. Kecuali Anda mengisinya secepat mungkin, akan mencapai batas kredit sehingga akan diblokir secara otomatis."
ich bin ein sprachassistent und verstehe ihren שלח הודעה nicht. kann ich ihnen bei etwas anderem behilflich sein?,ham,Ich bin ein Sprachassistent und verstehe Ihren Text nicht. Kann ich Ihnen bei etwas anderem behilflich sein?
your entry won! claim $2594 cash פרס at bit.ly/123,spam,Your entry won! Claim $2594 cash prize at bit.ly/123
"הודעה: Thank you for topping up with sunny15. Successful transaction for 10,000 SN:1790103904. Payment for PLNTELKOM is accepted. We look forward to your next visit.",spam,"Thank you for topping up with sunny15. Successful transaction for 10,000 SN:1790103904. Payment for PLNTELKOM is accepted. We look forward to your next visit."
דחוף: your פרס is waiting! התקשר 9745,spam,URGENT: Your prize is waiting! Call 9745
פרס winner! claim your $2539 gift card at tinyurl.com/abc,phishing,Prize winner! Claim your $2539 gift card at tinyurl.com/abc
debt relief program: get out of debt fast! התקשר 3635,spam,Debt relief program: Get out of debt fast! Call 3635
"הודעה: Masuk gratis ke kompetisi mingguan untuk kesempatan memenangkan iPod. Kirimkan SMS dengan teks ""POD"" ke 80182 untuk mendapatkan akses (tarif SMS standar berlaku) Syarat dan ketentuan berlaku. Hubungi 08452810073 untuk informasi lebih lanjut. Hanya untuk usia 18 tahun ke atas.",spam,"Masuk gratis ke kompetisi mingguan untuk kesempatan memenangkan iPod. Kirimkan SMS dengan teks ""POD"" ke 80182 untuk mendapatkan akses (tarif SMS standar berlaku) Syarat dan ketentuan berlaku. Hubungi 08452810073 untuk informasi lebih lanjut. Hanya untuk usia 18 tahun ke atas."
חינם iphone 15! enter code 5240 at tinyurl.com/abc,spam,FREE iPhone 15! Enter code 5240 at tinyurl.com/abc
הודעה: Your verification code is 5433,ham,Your verification code is 5433
הודעה: Raviyog Peripherals bhayandar est,ham,Raviyog Peripherals bhayandar est
חינם iphone 15! enter code 4943 at goo.gl/xyz,spam,FREE iPhone 15! Enter code 4943 at goo.gl/xyz
הודעה: Your order #3271 has been shipped.,ham,Your order #3271 has been shipped.
your entry won! claim $3134 cash פרס at goo.gl/xyz,spam,Your entry won! Claim $3134 cash prize at goo.gl/xyz
הודעה: Noch nicht einmal mein Bruder mag mit mir sprechen. Sie behandeln mich wie einen Aidspatienten.,ham,Noch nicht einmal mein Bruder mag mit mir sprechen. Sie behandeln mich wie einen Aidspatienten.
הודעה: Your tax refund of $3237 is ready. Claim at goo.gl/xyz,phishing,Your tax refund of $3237 is ready. Claim at goo.gl/xyz
חינם iphone 15! enter code 9406 at tinyurl.com/abc,spam,FREE iPhone 15! Enter code 9406 at tinyurl.com/abc
הודעה: Was the farm open?,ham,Was the farm open?
חינם iphone 15! enter code 7856 at tinyurl.com/abc,spam,FREE iPhone 15! Enter code 7856 at tinyurl.com/abc
הודעה: Your tax refund of $1384 is ready. Claim at bit.ly/123,phishing,Your tax refund of $1384 is ready. Claim at bit.ly/123
הודעה: Are you not around or just still asleep? :V,ham,Are you not around or just still asleep? :V
הודעה: Your payment of $2014 was processed,ham,Your payment of $2014 was processed
הודעה: Your payment of $858 was processed,ham,Your payment of $858 was processed
win 4507 עכשיו! לחץ goo.gl/xyz to claim!,spam,WIN 4507 NOW! Click goo.gl/xyz to claim!
your entry won! claim $4330 cash פרס at bit.ly/123,spam,Your entry won! Claim $4330 cash prize at bit.ly/123
הודעה: Your tax refund of $1696 is ready. Claim at tinyurl.com/abc,phishing,Your tax refund of $1696 is ready. Claim at tinyurl.com/abc
debt relief program: get out of debt fast! התקשר 1393,spam,Debt relief program: Get out of debt fast! Call 1393
הודעה: Package held at the terminal: http://ffnst.com/7DH1012,phishing,Package held at the terminal: http://ffnst.com/7DH1012
you need to send money the irs עכשיו at https://tinyurl.com/8939,spam,You need to send money the IRS NOW at https://tinyurl.com/8939
חינם iphone 15! enter code 3125 at goo.gl/xyz,spam,FREE iPhone 15! Enter code 3125 at goo.gl/xyz
"היי, wlcome back, did wonder if you got eaten by a lion or something, nothing much",ham,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much"
your entry won! claim $4808 cash פרס at goo.gl/xyz,spam,Your entry won! Claim $4808 cash prize at goo.gl/xyz
הודעה: Terima kasih. Saya juga menyukai Anda...,ham,Terima kasih. Saya juga menyukai Anda...
חינם iphone 15! enter code 3617 at bit.ly/123,spam,FREE iPhone 15! Enter code 3617 at bit.ly/123
הודעה: Your verification code is 9215,ham,Your verification code is 9215
חינם iphone 15! enter code 4787 at bit.ly/123,spam,FREE iPhone 15! Enter code 4787 at bit.ly/123
דחוף: your פרס is waiting! התקשר 1997,spam,URGENT: Your prize is waiting! Call 1997
הודעה: Bisakah Anda mengirimkan nomor bibi saya?,ham,Bisakah Anda mengirimkan nomor bibi saya?
חינם iphone 15! enter code 9069 at tinyurl.com/abc,spam,FREE iPhone 15! Enter code 9069 at tinyurl.com/abc
win 1976 עכשיו! לחץ tinyurl.com/abc to claim!,spam,WIN 1976 NOW! Click tinyurl.com/abc to claim!
"הודעה: GEBEN SIE NICHT an irgendjemanden oder an SHOPEE weiter. Der OTP-Code 958125 dient zur AKTUALISIERUNG DER HANDYNUMMER. 
jKPmMcdNAgI",ham,"GEBEN SIE NICHT an irgendjemanden oder an SHOPEE weiter. Der OTP-Code 958125 dient zur AKTUALISIERUNG DER HANDYNUMMER. 
jKPmMcdNAgI"
פרס winner! claim your $4813 gift card at bit.ly/123,phishing,Prize winner! Claim your $4813 gift card at bit.ly/123
פרס winner! claim your $796 gift card at tinyurl.com/abc,phishing,Prize winner! Claim your $796 gift card at tinyurl.com/abc
הודעה: Ringtone Club: Polifonik baru yang keren langsung ke ponsel Anda setiap minggu!,spam,Ringtone Club: Polifonik baru yang keren langsung ke ponsel Anda setiap minggu!
פרס winner! claim your $4349 gift card at bit.ly/123,phishing,Prize winner! Claim your $4349 gift card at bit.ly/123
your entry won! claim $1791 cash פרס at bit.ly/123,spam,Your entry won! Claim $1791 cash prize at bit.ly/123
debt relief program: get out of debt fast! התקשר 4942,spam,Debt relief program: Get out of debt fast! Call 4942
"חינם nokia or motorola with upto 12mths 1/2price linerental, 500 חינם x-net mins&100txt/mth חינם b'tooth*. התקשר mobileupd8 on 08001950382 or התקשר 2optout/d3wv",spam,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV"
"הודעה: Mereka merilis kaos Valentine's Day dan ketika Anda mengenakannya, itu membuat bagian bawah Anda terlihat telanjang bukan mengenakan celana dalam putih.",ham,"Mereka merilis kaos Valentine's Day dan ketika Anda mengenakannya, itu membuat bagian bawah Anda terlihat telanjang bukan mengenakan celana dalam putih."
debt relief program: get out of debt fast! התקשר 3589,spam,Debt relief program: Get out of debt fast! Call 3589
הודעה: Also where's the piece,ham,Also where's the piece
הודעה: Pesan ini untuk pesanan konten mobile Anda. Ini telah dikirim ulang karena percobaan sebelumnya gagal karena kesalahan jaringan. Pertanyaan dapat dikirim ke customersqueries@netvision.uk.com,spam,Pesan ini untuk pesanan konten mobile Anda. Ini telah dikirim ulang karena percobaan sebelumnya gagal karena kesalahan jaringan. Pertanyaan dapat dikirim ke customersqueries@netvision.uk.com
your entry won! claim $4967 cash פרס at goo.gl/xyz,spam,Your entry won! Claim $4967 cash prize at goo.gl/xyz
התקשר 7992 for customer support,ham,Call 7992 for customer support
debt relief program: get out of debt fast! התקשר 7856,spam,Debt relief program: Get out of debt fast! Call 7856
הודעה: Package held at the terminal: http://ffnst.com/7DH636,phishing,Package held at the terminal: http://ffnst.com/7DH636
חינם iphone 15! enter code 2826 at goo.gl/xyz,spam,FREE iPhone 15! Enter code 2826 at goo.gl/xyz
התקשר 5544 for customer support,ham,Call 5544 for customer support
התקשר 7005 for customer support,ham,Call 7005 for customer support
פרס winner! claim your $1563 gift card at tinyurl.com/abc,phishing,Prize winner! Claim your $1563 gift card at tinyurl.com/abc
"הודעה: Pengumuman layanan pelanggan. Kami baru saja mencoba melakukan pengiriman kepada Anda tetapi tidak berhasil, silakan hubungi 07090298926 untuk mereschedule. Ref:9307622",spam,"Pengumuman layanan pelanggan. Kami baru saja mencoba melakukan pengiriman kepada Anda tetapi tidak berhasil, silakan hubungi 07090298926 untuk mereschedule. Ref:9307622"
your entry won! claim $3355 cash פרס at tinyurl.com/abc,spam,Your entry won! Claim $3355 cash prize at tinyurl.com/abc
"הודעה: , im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, ",ham,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, "
"הודעה: Anda kalah penawaran oleh simonwatson5120 pada Shinco DVD Plyr. 2 bid lagi, kunjungi sms. ac/smsrewards untuk mengakhiri notifikasi penawaran, balas END OUT",spam,"Anda kalah penawaran oleh simonwatson5120 pada Shinco DVD Plyr. 2 bid lagi, kunjungi sms. ac/smsrewards untuk mengakhiri notifikasi penawaran, balas END OUT"
הודעה: Your order #5500 has been shipped.,ham,Your order #5500 has been shipped.
debt relief program: get out of debt fast! התקשר 9776,spam,Debt relief program: Get out of debt fast! Call 9776
הודעה: Package held at the terminal: http://ffnst.com/7DH986,phishing,Package held at the terminal: http://ffnst.com/7DH986
"הודעה: Halo, saldo akun Voicespin Test_Account Anda saat ini adalah 10.0. Kecuali Anda mengisinya segera, saldo akan mencapai batas kredit dan akan diblokir secara otomatis.",ham,"Halo, saldo akun Voicespin Test_Account Anda saat ini adalah 10.0. Kecuali Anda mengisinya segera, saldo akan mencapai batas kredit dan akan diblokir secara otomatis."
דחוף: your פרס is waiting! התקשר 9581,spam,URGENT: Your prize is waiting! Call 9581
הודעה: Apakah Anda ingin memiliki Ponsel Warna Baru Nokia 3510i yang akan dikirim besok? Dengan 200 menit GRATIS untuk telepon seluler apa pun + 100 pesan GRATIS + kamera video GRATIS. Balas atau hubungi 08000930705.,spam,Apakah Anda ingin memiliki Ponsel Warna Baru Nokia 3510i yang akan dikirim besok? Dengan 200 menit GRATIS untuk telepon seluler apa pun + 100 pesan GRATIS + kamera video GRATIS. Balas atau hubungi 08000930705.
הודעה: Your tax refund of $3729 is ready. Claim at goo.gl/xyz,phishing,Your tax refund of $3729 is ready. Claim at goo.gl/xyz
פרס winner! claim your $4011 gift card at tinyurl.com/abc,phishing,Prize winner! Claim your $4011 gift card at tinyurl.com/abc
חינם iphone 15! enter code 4315 at goo.gl/xyz,spam,FREE iPhone 15! Enter code 4315 at goo.gl/xyz
"הודעה: Ha ha nan yalrigu heltini.. Iyo kothi chikku, u shared many things wit me.. so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",ham,"Ha ha nan yalrigu heltini.. Iyo kothi chikku, u shared many things wit me.. so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)"
win 3688 עכשיו! לחץ tinyurl.com/abc to claim!,spam,WIN 3688 NOW! Click tinyurl.com/abc to claim!
your entry won! claim $2508 cash פרס at bit.ly/123,spam,Your entry won! Claim $2508 cash prize at bit.ly/123
הודעה: PRIVAT! Laporan Rekening Anda tahun 2003 untuk 07815296484 menunjukkan 800 poin S.I.M. yang belum ditukarkan. Hubungi 08718738001 Kode Identifikasi 41782 Berlaku sampai 18/11/04,spam,PRIVAT! Laporan Rekening Anda tahun 2003 untuk 07815296484 menunjukkan 800 poin S.I.M. yang belum ditukarkan. Hubungi 08718738001 Kode Identifikasi 41782 Berlaku sampai 18/11/04
הודעה: Your tax refund of $2647 is ready. Claim at bit.ly/123,phishing,Your tax refund of $2647 is ready. Claim at bit.ly/123
דחוף: your פרס is waiting! התקשר 7678,spam,URGENT: Your prize is waiting! Call 7678
"הודעה: Hal terakhir yang pernah saya inginkan adalah menyakiti Anda. Dan saya tidak berpikir itu akan terjadi. Anda akan tertawa, merasa malu, menghapus tag, dan melanjutkan hidup. Tapi sejauh yang saya tahu, itu bahkan tidak ada. Fakta bahwa Anda merasa saya melakukannya untuk menyakiti Anda menunjukkan bahwa Anda benar-benar tidak mengenal saya sama sekali. Itu hari Rabu berantakan, tapi tidak buruk. Masalah yang saya miliki adalah Anda PUNYA waktu untuk membersihkannya, tapi Anda memilih untuk tidak melakukannya. Anda skype, mengambil foto, tidur, ingin pergi keluar. Saya tidak keberatan dengan beberapa hal di sana-sini, tetapi ketika Anda tidak membuat tempat tidur, melempar pakaian kotor di atasnya, ketika saya tidak bisa membawa teman ke rumah karena malu bahwa ada pakaian dalam dan bra berserakan di tempat tidur, bantal di lantai, itu sesuatu yang berbeda. Dahulu Anda baik setidaknya dalam membuat tempat tidur.",ham,"Hal terakhir yang pernah saya inginkan adalah menyakiti Anda. Dan saya tidak berpikir itu akan terjadi. Anda akan tertawa, merasa malu, menghapus tag, dan melanjutkan hidup. Tapi sejauh yang saya tahu, itu bahkan tidak ada. Fakta bahwa Anda merasa saya melakukannya untuk menyakiti Anda menunjukkan bahwa Anda benar-benar tidak mengenal saya sama sekali. Itu hari Rabu berantakan, tapi tidak buruk. Masalah yang saya miliki adalah Anda PUNYA waktu untuk membersihkannya, tapi Anda memilih untuk tidak melakukannya. Anda skype, mengambil foto, tidur, ingin pergi keluar. Saya tidak keberatan dengan beberapa hal di sana-sini, tetapi ketika Anda tidak membuat tempat tidur, melempar pakaian kotor di atasnya, ketika saya tidak bisa membawa teman ke rumah karena malu bahwa ada pakaian dalam dan bra berserakan di tempat tidur, bantal di lantai, itu sesuatu yang berbeda. Dahulu Anda baik setidaknya dalam membuat tempat tidur."
debt relief program: get out of debt fast! התקשר 8745,spam,Debt relief program: Get out of debt fast! Call 8745
הודעה: Netflix - Three more steps and we'll do the rest. Finish signing up here: m.netflix.com/jeOM9gMHHJR,ham,Netflix - Three more steps and we'll do the rest. Finish signing up here: m.netflix.com/jeOM9gMHHJR
הודעה: Your verification code is 4786,ham,Your verification code is 4786
הודעה: Your payment of $1416 was processed,ham,Your payment of $1416 was processed
הודעה: Your tax refund of $1311 is ready. Claim at tinyurl.com/abc,phishing,Your tax refund of $1311 is ready. Claim at tinyurl.com/abc
הודעה: Your payment of $1604 was processed,ham,Your payment of $1604 was processed
הודעה: In fact when do you leave? I think addie goes back to school tues or wed,ham,In fact when do you leave? I think addie goes back to school tues or wed
debt relief program: get out of debt fast! התקשר 2770,spam,Debt relief program: Get out of debt fast! Call 2770
פרס winner! claim your $1069 gift card at bit.ly/123,phishing,Prize winner! Claim your $1069 gift card at bit.ly/123
win 4931 עכשיו! לחץ goo.gl/xyz to claim!,spam,WIN 4931 NOW! Click goo.gl/xyz to claim!
win 3882 עכשיו! לחץ goo.gl/xyz to claim!,spam,WIN 3882 NOW! Click goo.gl/xyz to claim!
הודעה: PayPal: 337531 adalah kode keamanan Anda. Jangan bagikan kode Anda.,ham,PayPal: 337531 adalah kode keamanan Anda. Jangan bagikan kode Anda.
הודעה: W E 8 8 ! Klaim Bonus 200K anda disini!. cutt.ly/m6Z06sr,ham,W E 8 8 ! Klaim Bonus 200K anda disini!. cutt.ly/m6Z06sr
הודעה: Your verification code is 2060,ham,Your verification code is 2060
debt relief program: get out of debt fast! התקשר 4441,spam,Debt relief program: Get out of debt fast! Call 4441
"הודעה: Saya maaf, saya tidak bisa mengakses tautan yang disediakan. Apakah saya dapat membantu Anda dengan sesuatu yang lain?",spam,"Saya maaf, saya tidak bisa mengakses tautan yang disediakan. Apakah saya dapat membantu Anda dengan sesuatu yang lain?"
"הודעה: Maaf, kalimat dalam bahasa Inggris tersebut tidak sepenuhnya jelas. Apakah Anda dapat memberikan informasi lebih detail atau konteks tambahan agar saya dapat membantu menerjemahkannya dengan lebih baik?",ham,"Maaf, kalimat dalam bahasa Inggris tersebut tidak sepenuhnya jelas. Apakah Anda dapat memberikan informasi lebih detail atau konteks tambahan agar saya dapat membantu menerjemahkannya dengan lebih baik?"
חינם iphone 15! enter code 1761 at tinyurl.com/abc,spam,FREE iPhone 15! Enter code 1761 at tinyurl.com/abc
"הודעה: FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",spam,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)"
your entry won! claim $3055 cash פרס at bit.ly/123,spam,Your entry won! Claim $3055 cash prize at bit.ly/123
הודעה: Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),ham,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:)
win 1990 עכשיו! לחץ goo.gl/xyz to claim!,spam,WIN 1990 NOW! Click goo.gl/xyz to claim!
פרס winner! claim your $3223 gift card at tinyurl.com/abc,phishing,Prize winner! Claim your $3223 gift card at tinyurl.com/abc
הודעה: We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow!,ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow!
הודעה: Ok.ok ok..then..whats ur todays plan,ham,Ok.ok ok..then..whats ur todays plan
הודעה: Baik. Saya seorang pria baik dan akan memperlakukan Anda dengan martabat dan hormat.,ham,Baik. Saya seorang pria baik dan akan memperlakukan Anda dengan martabat dan hormat.
your entry won! claim $4164 cash פרס at tinyurl.com/abc,spam,Your entry won! Claim $4164 cash prize at tinyurl.com/abc
חינם iphone 15! enter code 5440 at goo.gl/xyz,spam,FREE iPhone 15! Enter code 5440 at goo.gl/xyz
הודעה: Might ax well im there.,ham,Might ax well im there.
הודעה: Your tax refund of $4927 is ready. Claim at goo.gl/xyz,phishing,Your tax refund of $4927 is ready. Claim at goo.gl/xyz
your חשבון balance is $1413,ham,Your account balance is $1413
sports fans - get the latest sports news str* 2 ur mobile 1 wk חינם plus a חינם tone txt sport on to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p 
חינם iphone 15! enter code 3473 at bit.ly/123,spam,FREE iPhone 15! Enter code 3473 at bit.ly/123
חינם iphone 15! enter code 8108 at bit.ly/123,spam,FREE iPhone 15! Enter code 8108 at bit.ly/123
your entry won! claim $3622 cash פרס at tinyurl.com/abc,spam,Your entry won! Claim $3622 cash prize at tinyurl.com/abc
חינם iphone 15! enter code 8943 at bit.ly/123,spam,FREE iPhone 15! Enter code 8943 at bit.ly/123
הודעה: Your tax refund of $1284 is ready. Claim at goo.gl/xyz,phishing,Your tax refund of $1284 is ready. Claim at goo.gl/xyz
דחוף: your פרס is waiting! התקשר 7086,spam,URGENT: Your prize is waiting! Call 7086
דחוף: your פרס is waiting! התקשר 9707,spam,URGENT: Your prize is waiting! Call 9707
הודעה: Ottenere i diritti di una moglie. non esigerlo. sto cercando anch'io come marito. Vediamo,ham,Ottenere i diritti di una moglie. non esigerlo. sto cercando anch'io come marito. Vediamo
דחוף: your פרס is waiting! התקשר 7792,spam,URGENT: Your prize is waiting! Call 7792
דחוף: your פרס is waiting! התקשר 7475,spam,URGENT: Your prize is waiting! Call 7475
הודעה: Package being held at the terminal: http://ffnst.com/7DH359,phishing,Package being held at the terminal: http://ffnst.com/7DH359
google: unusual sign-in detected. אמת it's you: goo.gl/xyz,phishing,Google: Unusual sign-in detected. Verify it's you: goo.gl/xyz
lyricalladie (21/f) mengundang anda untuk menjadi temannya. balas dengan כן-910 atau לא-910. lihat profilnya: www.sms.ac/u/hmmross. ingin berhenti? kirim stop frnd ke 62468.,spam,lyricalladie (21/F) mengundang Anda untuk menjadi temannya. Balas dengan YES-910 atau NO-910. Lihat profilnya: www.SMS.ac/u/hmmross. Ingin berhenti? Kirim STOP FRND ke 62468.
פרס winner! claim your $3735 gift card at bit.ly/123,phishing,Prize winner! Claim your $3735 gift card at bit.ly/123
win 3412 עכשיו! לחץ goo.gl/xyz to claim!,spam,WIN 3412 NOW! Click goo.gl/xyz to claim!
דחוף: your פרס is waiting! התקשר 4908,spam,URGENT: Your prize is waiting! Call 4908
הודעה: Bitte sprich mit mir. Ich werde dich nichts anderes als deine Freundschaft bitten.,ham,Bitte sprich mit mir. Ich werde dich nichts anderes als deine Freundschaft bitten.
your entry won! claim $3041 cash פרס at bit.ly/123,spam,Your entry won! Claim $3041 cash prize at bit.ly/123
your חשבון balance is $4907,ham,Your account balance is $4907
