text,label,original_text,language,translation_method,source_index
עברית : Декабрь только ! У вас уже 11 месяцев с мобильным ? . . .,spam,עברית: Декабрь только! У вас уже 11 месяцев с мобильным? ...,hebrew,rule_based,11522
עברית : Package held at the terminal : http : / / ffnst . com / 7DH . . .,phishing,עברית: Package held at the terminal: http://ffnst.com/7DH...,hebrew,rule_based,11523
עברית : Send Money מייד http / / bit . ly / 1924 . . .,phishing,עברית: Send Money Now http//bit.ly/1924...,hebrew,rule_based,11524
עברית : חינם iPhone 15 ! Enter code 8840 at goo . gl / xyz . . .,spam,עברית: FREE iPhone 15! Enter code 8840 at goo.gl/xyz...,hebrew,rule_based,11525
עברית : ¡ Venta de hombres en enero ! ¡ Chat gay caliente aho . . .,spam,עברית: ¡Venta de hombres en enero! ¡Chat gay caliente aho...,hebrew,rule_based,11526
עברית : Grande vendita estiva ! Acquista uno e prendine uno . . .,spam,עברית: Grande vendita estiva! Acquista uno e prendine uno...,hebrew,rule_based,11527
עברית : Paquete detenido en la terminal : http : / / ffnst . com / . . .,phishing,עברית: Paquete detenido en la terminal: http://ffnst.com/...,hebrew,rule_based,11528
עברית : informazione importante per l ' utente arancione 078 . . .,spam,עברית: informazione importante per l'utente arancione 078...,hebrew,rule_based,11529
עברית : Debt relief program : Get out of debt fast ! צור קשר 14 . . .,spam,עברית: Debt relief program: Get out of debt fast! Call 14...,hebrew,rule_based,11530
"עברית : ¡ Argh , por qué demonios לא hay nadie en la ciudad . . .",ham,"עברית: ¡Argh, por qué demonios no hay nadie en la ciudad ...",hebrew,rule_based,11531
"עברית : Bonjour , le solde de votre compte Voicespin Test_K . . .",ham,"עברית: Bonjour, le solde de votre compte Voicespin Test_K...",hebrew,rule_based,11532
עברית : Your verification code is 4608 . . .,ham,עברית: Your verification code is 4608...,hebrew,rule_based,11533
"עברית : Querido titular del vale , para reclamar la oferta . . .",spam,"עברית: Querido titular del vale, para reclamar la oferta ...",hebrew,rule_based,11534
"עברית : Alhamdulillah , puji syukur atas nikmat Allah swt . . . .",ham,"עברית: Alhamdulillah, puji syukur atas nikmat Allah swt. ...",hebrew,rule_based,11535
עברית : 🎉 CONGRATS ! אתם זכית ב $ 2733 Amazon gift card ! Redeem . . .,spam,עברית: 🎉 CONGRATS! You won $2733 Amazon gift card! Redeem...,hebrew,rule_based,11536
עברית : Paket im Terminal festgehalten : http : / / ffnst . com / 7 . . .,phishing,עברית: Paket im Terminal festgehalten: http://ffnst.com/7...,hebrew,rule_based,11537
עברית : Kirim Uang Sekarang http / / bit . ly / 1132 . . .,phishing,עברית: Kirim Uang Sekarang http//bit.ly/1132...,hebrew,rule_based,11538
עברית : חייג 7017 for customer support . . .,ham,עברית: Call 7017 for customer support...,hebrew,rule_based,11539
"עברית : Quasi arrivato , ci vediamo fra un secondo . . .",ham,"עברית: Quasi arrivato, ci vediamo fra un secondo...",hebrew,rule_based,11540
עברית : Bonjour mon cher . . . . . . . . . . . Passez une excellente . . .,ham,עברית: Bonjour mon cher........... Passez une excellente ...,hebrew,rule_based,11541
עברית : Job הצעה : Earn $ 1440 / month . Apply at goo . gl / xyz . . .,phishing,עברית: Job offer: Earn $1440/month. Apply at goo.gl/xyz...,hebrew,rule_based,11542
עברית : goldviking ( 29 / M ) ti invita ad essere suo amico . R . . .,spam,עברית: goldviking (29/M) ti invita ad essere suo amico. R...,hebrew,rule_based,11543
עברית : 🎉 CONGRATS ! אתם זכית $ 2734 Amazon gift card ! Redeem . . .,spam,עברית: 🎉 CONGRATS! You won $2734 Amazon gift card! Redeem...,hebrew,rule_based,11544
עברית : Your חשבון בנק balance is $ 4893 . . .,ham,עברית: Your account balance is $4893...,hebrew,rule_based,11545
עברית : דחוף : Your מתנה is waiting ! חייג 4240 . . .,spam,עברית: URGENT: Your prize is waiting! Call 4240...,hebrew,rule_based,11546
עברית : Paket im Terminal festgehalten : http : / / ffnst . com / 7 . . .,phishing,עברית: Paket im Terminal festgehalten: http://ffnst.com/7...,hebrew,rule_based,11547
"עברית : Cool , vuoi che vada a kappa o preferisci che ci in . . .",ham,"עברית: Cool, vuoi che vada a kappa o preferisci che ci in...",hebrew,rule_based,11548
עברית : זכית 3183 מיד ! Click bit . ly / 123 to תבע ! . . .,spam,עברית: WIN 3183 NOW! Click bit.ly/123 to claim!...,hebrew,rule_based,11549
עברית : Per avere la possibilità di vincere £ 250 in contan . . .,spam,עברית: Per avere la possibilità di vincere £250 in contan...,hebrew,rule_based,11550
עברית : Paket ditahan di Terminal : http : / / ffnst . com / 7DH266 . . .,phishing,עברית: Paket ditahan di Terminal: http://ffnst.com/7DH266...,hebrew,rule_based,11551
עברית : Oh ya ya . I remember da . . . . .,ham,עברית: Oh ya ya. I remember da. ....,hebrew,rule_based,11552
עברית : ( aytd2773838383 https : / / goo . gl / 783076 . . .,spam,עברית: (aytd2773838383 https://goo.gl/783076...,hebrew,rule_based,11553
עברית : Confirmation code : 3244 . Valid for 10 minutes . . .,ham,עברית: Confirmation code: 3244. Valid for 10 minutes...,hebrew,rule_based,11554
עברית : Paket im Terminal festgehalten : http : / / ffnst . com / 7 . . .,phishing,עברית: Paket im Terminal festgehalten: http://ffnst.com/7...,hebrew,rule_based,11555
"עברית : K , vuoi che veniamo adesso ? . . .",ham,"עברית: K, vuoi che veniamo adesso?...",hebrew,rule_based,11556
עברית : פרס winner ! דרוש your $ 4188 gift card at bit . ly . . .,phishing,עברית: Prize winner! Claim your $4188 gift card at bit.ly...,hebrew,rule_based,11557
עברית : ¡ SÍ ! El único lugar en la ciudad para conocer emoc . . .,spam,עברית: ¡SÍ! El único lugar en la ciudad para conocer emoc...,hebrew,rule_based,11558
עברית : Kirim Uang Sekarang http : / / bit . ly / 1535 . . .,phishing,עברית: Kirim Uang Sekarang http://bit.ly/1535...,hebrew,rule_based,11559
"עברית : Genial , házmelo saber cuando estés listo . . . .",ham,"עברית: Genial, házmelo saber cuando estés listo....",hebrew,rule_based,11560
עברית : Debt relief program : Get out of debt fast ! צור קשר 11 . . .,spam,עברית: Debt relief program: Get out of debt fast! Call 11...,hebrew,rule_based,11561
עברית : 🎉 CONGRATS ! אתה זכית $ 1099 Amazon gift card ! Redeem . . .,spam,עברית: 🎉 CONGRATS! You won $1099 Amazon gift card! Redeem...,hebrew,rule_based,11562
"עברית : 44 7732584351 , Vuoi un nuovo telefono a colori Nok . . .",spam,"עברית: 44 7732584351, Vuoi un nuovo telefono a colori Nok...",hebrew,rule_based,11563
עברית : Track your package at goo . gl / xyz . . .,ham,עברית: Track your package at goo.gl/xyz...,hebrew,rule_based,11564
"עברית : Je ne sais pas , c ' est ce qu ' il m ' a dit . טוב lor . . . . . .",ham,"עברית: Je ne sais pas, c'est ce qu'il m'a dit. Ok lor......",hebrew,rule_based,11565
עברית : Envoyer de l ' argent maintenant http / / bit . ly / 1938 . . .,phishing,עברית: Envoyer de l'argent maintenant http//bit.ly/1938...,hebrew,rule_based,11566
עברית : Your entry ניצחת ! דרוש $ 2085 כסף מתנה at tinyurl . . . .,spam,עברית: Your entry won! Claim $2085 cash prize at tinyurl....,hebrew,rule_based,11567
עברית : Selamat Pongal sebelumnya : ) . . .,ham,עברית: Selamat Pongal sebelumnya:)...,hebrew,rule_based,11568
עברית : Das BRONET 24 - Stunden - Paket mit 2GB für 60 Stunden . . .,spam,עברית: Das BRONET 24-Stunden-Paket mit 2GB für 60 Stunden...,hebrew,rule_based,11569
עברית : Envoyer de l ' argent maintenant http / / bit . ly / 2460 . . .,phishing,עברית: Envoyer de l'argent maintenant http//bit.ly/2460...,hebrew,rule_based,11570
"עברית : Ich habe deinen Anruf verpasst , weil ich mit Scrap . . .",ham,"עברית: Ich habe deinen Anruf verpasst, weil ich mit Scrap...",hebrew,rule_based,11571
"עברית : En otras noticias , después de molestarme durante u . . .",ham,"עברית: En otras noticias, después de molestarme durante u...",hebrew,rule_based,11572
עברית : 🎉 CONGRATS ! אתה זכית ב $ 949 Amazon gift card ! Redeem . . .,spam,עברית: 🎉 CONGRATS! You won $949 Amazon gift card! Redeem ...,hebrew,rule_based,11573
עברית : Kirim Uang Sekarang http / / bit . ly / 2000 . . .,phishing,עברית: Kirim Uang Sekarang http//bit.ly/2000...,hebrew,rule_based,11574
"עברית : Va bene , vuoi incontrarti a Bishan ? Perché sono a . . .",ham,"עברית: Va bene, vuoi incontrarti a Bishan? Perché sono a ...",hebrew,rule_based,11575
עברית : Send Money מיד http / / bit . ly / 2712 . . .,phishing,עברית: Send Money Now http//bit.ly/2712...,hebrew,rule_based,11576
עברית : PRIA ! Kami mencoba menghubungi Anda . Undian akhir . . .,spam,עברית: PRIA! Kami mencoba menghubungi Anda. Undian akhir ...,hebrew,rule_based,11577
עברית : FLASH SALE : 66 % OFF all items ! Shop מייד : bit . ly / 12 . . .,spam,עברית: FLASH SALE: 66% OFF all items! Shop now: bit.ly/12...,hebrew,rule_based,11578
עברית : Your verification code is 8689 . . .,ham,עברית: Your verification code is 8689...,hebrew,rule_based,11579
עברית : ללא תשלום iPhone 15 ! Enter code 7116 at bit . ly / 123 . . .,spam,עברית: FREE iPhone 15! Enter code 7116 at bit.ly/123...,hebrew,rule_based,11580
עברית : Paquete retenido en la terminal : http : / / ffnst . com / . . .,phishing,עברית: Paquete retenido en la terminal: http://ffnst.com/...,hebrew,rule_based,11581
עברית : 🎉 CONGRATS ! אתם ניצחת $ 4079 Amazon gift card ! Redeem . . .,spam,עברית: 🎉 CONGRATS! You won $4079 Amazon gift card! Redeem...,hebrew,rule_based,11582
עברית : Work from home : Earn $ 1994 / hour ! Start היום : tiny . . .,spam,עברית: Work from home: Earn $1994/hour! Start today: tiny...,hebrew,rule_based,11583
עברית : Your payment of $ 3922 was processed . . .,ham,עברית: Your payment of $3922 was processed...,hebrew,rule_based,11584
"עברית : Apple ID Warnung : Ihr Konto wird deaktiviert , es s . . .",phishing,"עברית: Apple ID Warnung: Ihr Konto wird deaktiviert, es s...",hebrew,rule_based,11585
עברית : Migrez votre carte vers la carteHalo ( MÊME NUMÉRO . . .,spam,עברית: Migrez votre carte vers la carteHalo (MÊME NUMÉRO ...,hebrew,rule_based,11586
עברית : < Forwarded from 88877 > חינם entry into our ¬ £ 250 we . . .,spam,עברית: <Forwarded from 88877>FREE entry into our ¬£250 we...,hebrew,rule_based,11587
עברית : חשבון בנק of America : מוזר charge of $ 2650 . Revie . . .,phishing,עברית: Bank of America: Suspicious charge of $2650. Revie...,hebrew,rule_based,11588
עברית : היי mate its RV did u hav a nice hol just a message . . .,ham,עברית: Hi mate its RV did u hav a nice hol just a message...,hebrew,rule_based,11589
"עברית : Bonjour Dr . Rimbawan ( Dirmawa IPB ) , J ' aimerais de . . .",spam,"עברית: Bonjour Dr. Rimbawan (Dirmawa IPB),

J'aimerais de...",hebrew,rule_based,11590
"עברית : 2p pro Minute , um Deutschland 08448350055 von Ihre . . .",spam,"עברית: 2p pro Minute, um Deutschland 08448350055 von Ihre...",hebrew,rule_based,11591
עברית : Your חשבון בנק balance is $ 2612 . . .,ham,עברית: Your account balance is $2612...,hebrew,rule_based,11592
עברית : Paquet retenu au terminal : http : / / ffnst . com / 7DH618 . . .,phishing,עברית: Paquet retenu au terminal: http://ffnst.com/7DH618...,hebrew,rule_based,11593
עברית : Pacchetto bloccato nel terminale : http : / / ffnst . com . . .,phishing,עברית: Pacchetto bloccato nel terminale: http://ffnst.com...,hebrew,rule_based,11594
עברית : INFORMAZIONI UFFICIALI IMPORTANTI ! ! ! La Tua scheda . . .,spam,עברית: INFORMAZIONI UFFICIALI IMPORTANTI!!! La Tua scheda...,hebrew,rule_based,11595
עברית : מתנה winner ! תבע your $ 555 gift card at tinyurl . . .,phishing,עברית: Prize winner! Claim your $555 gift card at tinyurl...,hebrew,rule_based,11596
עברית : דחוף : Your מתנה is waiting ! התקשר 9636 . . .,spam,עברית: URGENT: Your prize is waiting! Call 9636...,hebrew,rule_based,11597
עברית : Debt relief program : Get out of debt fast ! חייג 73 . . .,spam,עברית: Debt relief program: Get out of debt fast! Call 73...,hebrew,rule_based,11598
עברית : Enviar dinero ahora http : / / bit . ly / 2178 . . .,phishing,עברית: Enviar dinero ahora http://bit.ly/2178...,hebrew,rule_based,11599
עברית : חינם iPhone 15 ! Enter code 8276 at bit . ly / 123 . . .,spam,עברית: FREE iPhone 15! Enter code 8276 at bit.ly/123...,hebrew,rule_based,11600
עברית : < # > Si prega di inserire 980675 su LINE entro 30 m . . .,ham,עברית: <#> Si prega di inserire 980675 su LINE entro 30 m...,hebrew,rule_based,11601
עברית : Pacchetto trattenuto al terminal : http : / / ffnst . com . . .,phishing,עברית: Pacchetto trattenuto al terminal: http://ffnst.com...,hebrew,rule_based,11602
עברית : WhatsApp : New ביטחון code : 7114 . Don ' t share it . . . .,phishing,עברית: WhatsApp: New security code: 7114. Don't share it....,hebrew,rule_based,11603
עברית : דחוף : Your פרס is waiting ! חייג 5385 . . .,spam,עברית: URGENT: Your prize is waiting! Call 5385...,hebrew,rule_based,11604
עברית : WhatsApp : New ביטחון code : 7725 . Don ' t share it . . . .,phishing,עברית: WhatsApp: New security code: 7725. Don't share it....,hebrew,rule_based,11605
עברית : Your entry ניצחת ! קבל $ 2510 תשלום מתנה at bit . ly / 1 . . .,spam,עברית: Your entry won! Claim $2510 cash prize at bit.ly/1...,hebrew,rule_based,11606
עברית : [ Airbnb ] Estás invitado a reservar un alojamiento . . . .,ham,עברית: [Airbnb] Estás invitado a reservar un alojamiento....,hebrew,rule_based,11607
עברית : Envoyer de l ' argent maintenant http / / bit . ly / 2085 . . .,phishing,עברית: Envoyer de l'argent maintenant http//bit.ly/2085...,hebrew,rule_based,11608
עברית : Podemos hacer un bebé contigo . . . .,ham,עברית: Podemos hacer un bebé contigo....,hebrew,rule_based,11609
עברית : Vuoi fare sesso stasera ? Vuoi ricevere direttament . . .,spam,עברית: Vuoi fare sesso stasera? Vuoi ricevere direttament...,hebrew,rule_based,11610
עברית : Surat keputusan PT . TRI . 3 SimCard anda Resmi M - dpta . . .,spam,עברית: Surat keputusan PT.TRI.3 SimCard anda Resmi M-dpta...,hebrew,rule_based,11611
עברית : Your tax refund of $ 3558 is ready . תבע at tinyur . . .,phishing,עברית: Your tax refund of $3558 is ready. Claim at tinyur...,hebrew,rule_based,11612
עברית : Envoyer de l ' argent maintenant http / / bit . ly / 2755 . . .,phishing,עברית: Envoyer de l'argent maintenant http//bit.ly/2755...,hebrew,rule_based,11613
עברית : Your חשבון בנק balance is $ 613 . . .,ham,עברית: Your account balance is $613...,hebrew,rule_based,11614
עברית : Natalja ( 25 / F ) ඔබට ඔව ු න ් එකත ු ක ි ර ී මට ආර ා ධන ා කරම ි . . . .,spam,עברית: Natalja (25/F) ඔබට ඔවුන් එකතු කිරීමට ආරාධනා කරමි. ...,hebrew,rule_based,11615
עברית : ( aytd2773838383 https : / / goo . gl / 783267 ) . . .,spam,עברית: (aytd2773838383 https://goo.gl/783267)...,hebrew,rule_based,11616
עברית : Oggi è il GIORNO ACCETTA . . mi accetti come ? Fratell . . .,ham,עברית: Oggi è il GIORNO ACCETTA..mi accetti come? Fratell...,hebrew,rule_based,11617
עברית : Envoyez de l ' argent maintenant http : / / bit . ly / 1686 . . .,phishing,עברית: Envoyez de l'argent maintenant http://bit.ly/1686...,hebrew,rule_based,11618
"עברית : Komm vorbei in deiner Pause , du Schürze ! Blacko au . . .",ham,"עברית: Komm vorbei in deiner Pause, du Schürze! Blacko au...",hebrew,rule_based,11619
"עברית : Hola Chikku , envía algunos mensajes bonitos . . . .",ham,"עברית: Hola Chikku, envía algunos mensajes bonitos....",hebrew,rule_based,11620
עברית : מיידי : Your פרס is waiting ! צור קשר 8454 . . .,spam,עברית: URGENT: Your prize is waiting! Call 8454...,hebrew,rule_based,11621
עברית : Enviar dinero ahora http / / bit . ly / 2822 . . .,phishing,עברית: Enviar dinero ahora http//bit.ly/2822...,hebrew,rule_based,11622
עברית : GANAR : ¡ Tenemos un ganador ! ¡ El Sr . T . Foley ganó . . .,spam,עברית: GANAR: ¡Tenemos un ganador! ¡El Sr. T. Foley ganó ...,hebrew,rule_based,11623
עברית : בהול : Your מתנה is waiting ! התקשר 4475 . . .,spam,עברית: URGENT: Your prize is waiting! Call 4475...,hebrew,rule_based,11624
עברית : Aku suka rumah barumu . . . .,ham,עברית: Aku suka rumah barumu....,hebrew,rule_based,11625
עברית : Pensez - vous être intelligent ? Gagnez £ 200 cette s . . .,spam,עברית: Pensez-vous être intelligent ? Gagnez £200 cette s...,hebrew,rule_based,11626
עברית : Questa è la 2a volta che abbiamo cercato di contat . . .,spam,עברית: Questa è la 2a volta che abbiamo cercato di contat...,hebrew,rule_based,11627
עברית : Citation toujours verte jamais dite par Jerry dans . . .,ham,עברית: Citation toujours verte jamais dite par Jerry dans...,hebrew,rule_based,11628
עברית : Devi inviare denaro all ' IRS ADESSO su https : / / tiny . . .,spam,עברית: Devi inviare denaro all'IRS ADESSO su https://tiny...,hebrew,rule_based,11629
עברית : Work from home : Earn $ 4084 / hour ! Start היום : bit . . . .,spam,עברית: Work from home: Earn $4084/hour! Start today: bit....,hebrew,rule_based,11630
עברית : 🎉 CONGRATS ! אתם ניצחת $ 1999 Amazon gift card ! Redeem . . .,spam,עברית: 🎉 CONGRATS! You won $1999 Amazon gift card! Redeem...,hebrew,rule_based,11631
"עברית : Félicitations , vous avez reçu un bon d ' achat Lazad . . .",spam,"עברית: Félicitations, vous avez reçu un bon d'achat Lazad...",hebrew,rule_based,11632
עברית : Your order # 9514 has been shipped . . . .,ham,עברית: Your order #9514 has been shipped....,hebrew,rule_based,11633
עברית : Existe un sistema operativo llamado Ubuntu que se . . .,ham,עברית: Existe un sistema operativo llamado Ubuntu que se ...,hebrew,rule_based,11634
"עברית : Du isst so viel Macs , dass du mich schon vergessen . . .",ham,"עברית: Du isst so viel Macs, dass du mich schon vergessen...",hebrew,rule_based,11635
עברית : Kirim Uang Sekarang http / / bit . ly / 2337 . . .,phishing,עברית: Kirim Uang Sekarang http//bit.ly/2337...,hebrew,rule_based,11636
עברית : Keinginan - pergi ke dokter untuk hati . Dan sedikit . . .,ham,עברית: Keinginan- pergi ke dokter untuk hati. Dan sedikit...,hebrew,rule_based,11637
עברית : צור קשר 6395 for customer support . . .,ham,עברית: Call 6395 for customer support...,hebrew,rule_based,11638
עברית : Enviar dinero ahora http / / bit . ly / 1103 . . .,phishing,עברית: Enviar dinero ahora http//bit.ly/1103...,hebrew,rule_based,11639
עברית : Netflix - Trois étapes de plus et nous ferons le r . . .,ham,עברית: Netflix - Trois étapes de plus et nous ferons le r...,hebrew,rule_based,11640
עברית : automaticamente . si prega di non rispondere a ques . . .,ham,עברית: automaticamente. si prega di non rispondere a ques...,hebrew,rule_based,11641
עברית : 74355 XMAS está llegando y se te ha otorgado ya se . . .,spam,עברית: 74355 XMAS está llegando y se te ha otorgado ya se...,hebrew,rule_based,11642
עברית : Debt relief program : Get out of debt fast ! צור קשר 96 . . .,spam,עברית: Debt relief program: Get out of debt fast! Call 96...,hebrew,rule_based,11643
עברית : Confirmation code : 3954 . Valid for 10 minutes . . .,ham,עברית: Confirmation code: 3954. Valid for 10 minutes...,hebrew,rule_based,11644
עברית : Work from home : Earn $ 2898 / hour ! Start היום : goo . . . .,spam,עברית: Work from home: Earn $2898/hour! Start today: goo....,hebrew,rule_based,11645
עברית : Job הטבה : Earn $ 3103 / month . Apply at tinyurl . com / . . .,phishing,עברית: Job offer: Earn $3103/month. Apply at tinyurl.com/...,hebrew,rule_based,11646
עברית : ¡ Premio garantizado de £ 500 aún אין reclamado ! ¡ Lla . . .,spam,עברית: ¡Premio garantizado de £500 aún no reclamado! ¡Lla...,hebrew,rule_based,11647
עברית : Your entry זכית ! קבל $ 913 תשלום פרס at bit . ly / 12 . . .,spam,עברית: Your entry won! Claim $913 cash prize at bit.ly/12...,hebrew,rule_based,11648
עברית : SMS . ac Sptv : Spielen die New Jersey Devils und di . . .,spam,עברית: SMS. ac Sptv: Spielen die New Jersey Devils und di...,hebrew,rule_based,11649
עברית : Job מבצע : Earn $ 1896 / month . Apply at goo . gl / xyz . . .,phishing,עברית: Job offer: Earn $1896/month. Apply at goo.gl/xyz...,hebrew,rule_based,11650
עברית : ¿ Quieres un nuevo teléfono de video ? ¿ 750 minutos . . .,spam,עברית: ¿Quieres un nuevo teléfono de video? ¿750 minutos ...,hebrew,rule_based,11651
עברית : 🎉 CONGRATS ! אתם ניצחת $ 1112 Amazon gift card ! Redeem . . .,spam,עברית: 🎉 CONGRATS! You won $1112 Amazon gift card! Redeem...,hebrew,rule_based,11652
עברית : Sende jetzt Geld . http / / bit . ly / 1164 . . .,phishing,עברית: Sende jetzt Geld. http//bit.ly/1164...,hebrew,rule_based,11653
עברית : Paket Anda tidak dapat disampaikan karena biaya be . . .,phishing,עברית: Paket Anda tidak dapat disampaikan karena biaya be...,hebrew,rule_based,11654
עברית : K . . k : ) Comment se passe votre processus de formati . . .,ham,עברית: K..k:) Comment se passe votre processus de formati...,hebrew,rule_based,11655
עברית : Sure ! Saya akan membantu mengisi pulsa ke nomor te . . .,spam,עברית: Sure! Saya akan membantu mengisi pulsa ke nomor te...,hebrew,rule_based,11656
עברית : מתנה winner ! קבל your $ 4619 gift card at bit . ly . . .,phishing,עברית: Prize winner! Claim your $4619 gift card at bit.ly...,hebrew,rule_based,11657
"עברית : Hola , el saldo de tu cuenta de prueba de Voicespin . . .",ham,"עברית: Hola, el saldo de tu cuenta de prueba de Voicespin...",hebrew,rule_based,11658
"עברית : Va bene , il mio braccio si sente debole perché ho . . .",ham,"עברית: Va bene, il mio braccio si sente debole perché ho ...",hebrew,rule_based,11659
עברית : ( aytd2773838383 https : / / goo . gl / 783313 . . .,spam,עברית: (aytd2773838383 https://goo.gl/783313...,hebrew,rule_based,11660
עברית : Paket im Terminal festgehalten : http : / / ffnst . com / 7 . . .,phishing,עברית: Paket im Terminal festgehalten: http://ffnst.com/7...,hebrew,rule_based,11661
עברית : Job הצעה : Earn $ 2907 / month . Apply at goo . gl / xyz . . .,phishing,עברית: Job offer: Earn $2907/month. Apply at goo.gl/xyz...,hebrew,rule_based,11662
עברית : Your entry זכית ! קבל $ 4877 מזומן מתנה at goo . gl / x . . .,spam,עברית: Your entry won! Claim $4877 cash prize at goo.gl/x...,hebrew,rule_based,11663
עברית : Confirmation code : 6670 . Valid for 10 minutes . . .,ham,עברית: Confirmation code: 6670. Valid for 10 minutes...,hebrew,rule_based,11664
עברית : לא . 1 ¡ Tono de Nokia 4 tu móvil cada semana ! Solo . . .,spam,עברית: No. 1 ¡Tono de Nokia 4 tu móvil cada semana! Solo ...,hebrew,rule_based,11665
"עברית : FreeMsg ආය ු බ ෝ වන ් ආදරණ ී ය wow හ ෙ ළ ි , නව cam moby ක ි යන . . .",spam,"עברית: FreeMsg ආයුබෝවන් ආදරණීය wow හෙළි, නව cam moby කියන...",hebrew,rule_based,11666
"עברית : Kein Problem , Schatz . Ist das ein guter Zeitpunkt , . . .",ham,"עברית: Kein Problem, Schatz. Ist das ein guter Zeitpunkt,...",hebrew,rule_based,11667
עברית : Hai quello che serve per partecipare al Rally WRC . . .,spam,עברית: Hai quello che serve per partecipare al Rally WRC ...,hebrew,rule_based,11668
"עברית : Noch nicht Chikku . . gehe jetzt ins Zimmer , ich bin . . .",ham,"עברית: Noch nicht Chikku..gehe jetzt ins Zimmer, ich bin ...",hebrew,rule_based,11669
עברית : C ' est un site pour simuler le test . Il vous propos . . .,ham,עברית: C'est un site pour simuler le test. Il vous propos...,hebrew,rule_based,11670
"עברית : Si le courant passe entre nous , tu pourras emménag . . .",ham,"עברית: Si le courant passe entre nous, tu pourras emménag...",hebrew,rule_based,11671
עברית : La Navidad es una ocasión que se celebra como un r . . .,ham,עברית: La Navidad es una ocasión que se celebra como un r...,hebrew,rule_based,11672
עברית : Job הצעה : Earn $ 4057 / month . Apply at tinyurl . com / . . .,phishing,עברית: Job offer: Earn $4057/month. Apply at tinyurl.com/...,hebrew,rule_based,11673
עברית : Halo ! Let ' s try Grab for fast and safe taxi bookin . . .,spam,עברית: Halo! Let's try Grab for fast and safe taxi bookin...,hebrew,rule_based,11674
עברית : Mau berhubungan seks ? Saya mau . Tertarik ? sextextu . . .,spam,עברית: Mau berhubungan seks? Saya mau. Tertarik? sextextu...,hebrew,rule_based,11675
עברית : Geld jetzt senden http / / bit . ly / 2007 . . .,phishing,עברית: Geld jetzt senden http//bit.ly/2007...,hebrew,rule_based,11676
עברית : מתנה winner ! קבל your $ 941 gift card at goo . gl / . . .,phishing,עברית: Prize winner! Claim your $941 gift card at goo.gl/...,hebrew,rule_based,11677
עברית : Invia denaro ora http / / bit . ly / 2637 . . .,phishing,עברית: Invia denaro ora http//bit.ly/2637...,hebrew,rule_based,11678
עברית : IRS : Tax refund pending . קבל at bit . ly / 123 . . .,phishing,עברית: IRS: Tax refund pending. Claim at bit.ly/123...,hebrew,rule_based,11679
עברית : Your tax refund of $ 3847 is ready . תבע at bit . ly . . .,phishing,עברית: Your tax refund of $3847 is ready. Claim at bit.ly...,hebrew,rule_based,11680
עברית : Fantasy Football kembali di TV anda . Buka Sky Game . . .,spam,עברית: Fantasy Football kembali di TV anda. Buka Sky Game...,hebrew,rule_based,11681
עברית : Kirim Uang Sekarang http / / bit . ly / 2518 . . .,phishing,עברית: Kirim Uang Sekarang http//bit.ly/2518...,hebrew,rule_based,11682
עברית : Großartige Neuigkeiten ! Rufen Sie jetzt KOSTENLOS . . .,spam,עברית: Großartige Neuigkeiten! Rufen Sie jetzt KOSTENLOS ...,hebrew,rule_based,11683
עברית : ניצח 1270 עכשיו ! Click goo . gl / xyz to דרוש ! . . .,spam,עברית: WIN 1270 NOW! Click goo.gl/xyz to claim!...,hebrew,rule_based,11684
"עברית : Oh , saya akan dibayar . Yang paling menonjol adalah . . .",ham,"עברית: Oh, saya akan dibayar. Yang paling menonjol adalah...",hebrew,rule_based,11685
"עברית : Internet gratis 1000 MB , Chiamate 1000 minuti & 10 . . .",spam,"עברית: Internet gratis 1000 MB, Chiamate 1000 minuti & 10...",hebrew,rule_based,11686
עברית : זכייה winner ! קבל your $ 1431 gift card at tinyur . . .,phishing,עברית: Prize winner! Claim your $1431 gift card at tinyur...,hebrew,rule_based,11687
עברית : Mark trabaja mañana . Sale a las 5 . Su trabajo está . . .,ham,עברית: Mark trabaja mañana. Sale a las 5. Su trabajo está...,hebrew,rule_based,11688
עברית : Kirim Uang Sekarang http : / / bit . ly / 1414 . . .,phishing,עברית: Kirim Uang Sekarang http://bit.ly/1414...,hebrew,rule_based,11689
עברית : VITTORIA : Abbiamo un vincitore ! Il sig . T . Foley h . . .,spam,עברית: VITTORIA: Abbiamo un vincitore! Il sig. T. Foley h...,hebrew,rule_based,11690
עברית : Invia denaro ora http / / bit . ly / 1059 . . .,phishing,עברית: Invia denaro ora http//bit.ly/1059...,hebrew,rule_based,11691
עברית : Geld jetzt senden http : / / bit . ly / 2534 . . .,phishing,עברית: Geld jetzt senden http://bit.ly/2534...,hebrew,rule_based,11692
עברית : מתנה winner ! תבע your $ 2477 gift card at tinyur . . .,phishing,עברית: Prize winner! Claim your $2477 gift card at tinyur...,hebrew,rule_based,11693
"עברית : Selamat , Anda mendapatkan kuota Tsel sebesar 100SM . . .",spam,"עברית: Selamat, Anda mendapatkan kuota Tsel sebesar 100SM...",hebrew,rule_based,11694
עברית : Hola envíame un mensaje : ) estoy en la oficina . . . . .,ham,עברית: Hola envíame un mensaje:) estoy en la oficina.....,hebrew,rule_based,11695
"עברית : Inserisci il codice di verifica : 650566 , per attiv . . .",ham,"עברית: Inserisci il codice di verifica: 650566, per attiv...",hebrew,rule_based,11696
