text,label,augmentation_type
Enviar dinero ahora http//bit.ly/1647,phishing,
WhatsApp: New security code: 5060. Don't share it.,phishing,
🎉 CONGRATS! You won $1646 Amazon gift card! Redeem at bit.ly/123 🎉,spam,
أرسل الأموال الآن http://bit.ly/1724,phishing,
هل أنت حر الآن؟ هل يمكنني الاتصال الآن؟,ham,
حسنًا. سأصلي قليلاً أولا.,ham,
Kirim Uang Sekarang http//bit.ly/1170,phishing,
"Я не знаю тебя, и ты меня не знаешь. Отправь CHAT на 86688 прямо сейчас, и давай найдем друг друга! Только 150р/смс получено. HG/Suite342/2Lands/Row/W1J6HL Лондон. 18 лет и старше.",spam,
Oferta exclusiva: Obtén un 50% de descuento en tu próxima compra en SuperShoes. Visita www.supershoes.com/offers. Cancelar la suscripción en bit.ly/com37398,spam,
Kirim Uang Sekarang http://bit.ly/1102,phishing,
"MESSAGGIO UFFICIALE DI PT.3care Indonesia: Auguri! La tua sim card ha vinto il terzo premio con il pin; b8337h9. Per informazioni sul premio, fai clic su www.pesta-hadiah3.blogspot.com",spam,
"Meine Freundin, sie studiert in Warwick, wir haben geplant morgen shoppen zu gehen und auf ein Konzert zu gehen, aber es könnte abgesagt werden. Hab sie seit Ewigkeiten nicht gesehen, ja, wir sollten uns mal wieder treffen!",ham,
(aytd2773838383 https://goo.gl/783385,spam,
Package held at terminal: http://ffnst.com/7DH907,phishing,
الحزمة محجوزة في المكتب: http://ffnst.com/7DH120,phishing,
"අනෙක සොප්, බ්රෝමෝ ප්රඩල් සහභාගී කරනවේ. බ්ලැක්බෙරි ඩකොටා 2.4 මිලගෙයි, ටොර්ච් 1.7 මිලගෙයි, ඔනික්ස්.2 1.5 මිලගෙයි, ජෙමිනි 800 රුබි, ඇතුනේ තැන්බේනේ 085325557999 පින් BB-2A96DE82 www.aneka999.blogspot.com",spam,
Package detained in terminal: http://ffnst.com/7DH646,phishing,
எனக்கும்! அழகான இரவு கொண்டாடவும் xxx,ham,
"pdate_Now - Orange கட்டணங்களில் இருந்து இருதான் மற்றும் 1000 உரைகள். சமீபத்திய Motorola, SonyEricsson & Nokia மற்றும் Bluetooth இலவசம்! 08000839402 க்கு MobileUpd8 ஐ அழையவும் அல்லது அழைக்கவும்/!YHL",spam,
"Уважаемый клиент Bank BRI, Поздравляем, вы получили наличный чек Rp. 27 млн от BANK RAKYAT INDONESIA Пин-код: (ijh76k79) для получения дополнительной информации посетите: www.hadiahBRI.blogspot.com",spam,
أرسل المال الآن http//bit.ly/1441,phishing,
أحيانًا، يتذكر القلب شخصًا كثيرًا... وينسى شخصًا قريبًا... لأن القلب لا يحب الجميع. ولكن الأحباء سيُذكرون في كل وقت... BSLVYL,ham,
"Caro, abbiamo ricevuto &lt;#&gt; dollari hi hi",ham,
WhatsApp: New security code: 1699. Don't share it.,phishing,
"Baiklah, saya sedang santai di ruang teman jadi kirim pesan ketika kamu sedang dalam perjalanan",ham,
දැන් මුදල් යවන්න http//bit.ly/2068,phishing,
تزيد قيمة الاشتراك في التأمين على الحياة مع تقدم العمر. اشترِ تأمين حياة بمقدار 1 كرو روبية الآن وادفع 5390 روبية بدلاً من 5603 بعد عيد ميلادك. قدم الآن rml.lu/KQgkgv35.,spam,
பொதுவாக நீங்கள் சம்மதியாக 10 மணிக்கு சுற்றி என்னை அழைக்கலாம்.,ham,
Отправьте деньги сейчас http//bit.ly/2846,phishing,
Netflix : Vous avez demandé de mettre à jour la Maison avec le compte Netflix pour votre compte ? Appuyez pour confirmer que c'est vous : m.netflix.com/eAeZlTlWi17,ham,
Paket im Depot gehalten: http://ffnst.com/7DH350,phishing,
Work from home: Earn $4690/hour! Start today: tinyurl.com/abc,spam,
මීලින් මලු හලු ගොඩ සහල් කරියට :-P,ham,
FREE iPhone 15! Enter code 5315 at tinyurl.com/abc,spam,
பணத்தை இப்போது அனுப்பவும் http//bit.ly/2049,phishing,
Your tax refund of $2828 is ready. Claim at goo.gl/xyz,phishing,
"Dptkn Бесплатная карта участника Ларисса Эстетический Центр, скидка 15% на высокотехнологичное лечение и страхование жизни, каждое пополнение счета на сумму 100 000 рупий в Галереи Индосат в регионах Центральной и Южной Явы до 31 декабря 13.",spam,
Centro auto di livello nazionale (o qualcosa del genere) in Newport road. Mi sono trovato bene lì,ham,
أرسل المال الآن http//bit.ly/1460,phishing,
Your verification code is 2712,ham,
تزداد قيمة تأمين الحياة مع تقدم العمر. اشترِ تأمين حياة بقيمة 1 كرور الآن وادفع 5390 روبية بدلاً من 5603 روبية بعد عيد ميلادك. قم بتقديم الطلب عبر rml.lu/KQgkgv24,spam,
لا عزيزي كنت نائمًا :-P,ham,
සිම්ප්ලිභ්ග් රතුංශයෙන් ඉදිරිපස තේක්ෂා කිරීමේ සංදාසඝ. කිසිවකුලාසි දැකලා මිනිත්තු යනවා.,ham,
"Hi Anna, your Amazon order is delayed. Confirm shipping at bit.ly/123",phishing,
"Ingatkan saya bagaimana cara mencapainya, dan saya akan melakukannya.",ham,
Ihre Nummer wurde mit der SN-Nummer 6081606122581198060 gefüllt.,spam,
"Per favore, CHIAMA immediatamente 08712402578 in quanto c'è un messaggio urgente in attesa per te",spam,
Paket im Terminal festgehalten: http://ffnst.com/7DH929,phishing,
Package held at the terminal: http://ffnst.com/7DH1102,phishing,
Prize winner! Claim your $2883 gift card at tinyurl.com/abc,phishing,
"Gambar seksi untuk Hari St. George dari Jordan GRATIS hari ini! Kirim SMS dengan teks PIC ke 89080 jangan sampai ketinggalan, lalu setiap minggu akan ada selebriti seksi! Untuk gambar lainnya kunjungi PocketBabe.co.uk 0870241182716 ¬¨¬£3/minggu",spam,
"TOKO JEMBER Promo Sconto 50% Tastiera Yahama: Dakota Rp. 2,8 jt, Onix3 Rp. 2,2 jt, Gemini Rp. 800 rb Info/SMS: 085234234117 PIN BB 295C6D02 www.jember-shop.blogspot.com",spam,
Вас специально выбрали для получения награды в размере 2000 фунтов! Позвоните по номеру 08712402050 ДО закрытия линий. Стоимость 10 пенсов в минуту. 16+. Действуют правила и условия. AG Promo,spam,
"இது உங்களை தொடர்பு கொள்கிறது என்று 2 வது முயற்சி. நீங்கள் 750 பவுண்ட் பரிசு வெற்றி பெற்றுவிட்டீர்கள். கிளேம் எப்படி உள்ளது என்று கூறவும், 08718726970 எண்ணை இப்போது அழைக்கவும்! ஒன்பது பைசா நேரத்திற்கு. பி.டி-தேசிய விகித",spam,
FREE iPhone 15! Enter code 2482 at tinyurl.com/abc,spam,
🎉 CONGRATS! You won $4536 Amazon gift card! Redeem at goo.gl/xyz 🎉,spam,
Your entry won! Claim $2547 cash prize at bit.ly/123,spam,
C'è sempre una prima volta per tutto :),ham,
"Estoy viendo House, muy entretenido, estoy entendiendo completamente lo de Hugh Laurie, incluso con el bastón, de hecho, especialmente con el bastón.",ham,
"Makan siang dulu, datanglah segera, dan buka pintunya :)",ham,
Colis retenu au terminal : http://ffnst.com/7DH172,phishing,
දැන් මුදල් එවන්න http//bit.ly/1473,phishing,
Посылка удерживается в терминале: http://ffnst.com/7DH229,phishing,
Erhalten Sie einen kostenlosen mobilen Datenverstärker bei jedem neuen Handyvertrag bei MobileNet. Rufen Sie uns unter 800-555-0199 an oder besuchen Sie www.mobilenet.com/13.,phishing,
"Wie &lt;#&gt;, dieselbe Frage.",ham,
Dis-moi quelque chose. C'est correct.,ham,
Prize winner! Claim your $3946 gift card at goo.gl/xyz,phishing,
Your tax refund of $3370 is ready. Claim at tinyurl.com/abc,phishing,
Thanks 4 your continued support Your question this week will enter u in2 our draw 4 ¬£100 cash. Name the NEW US President? txt ans to 80082,spam,
"Ужас, надеюсь, люди из asus не будут произвольно делать переформатирование.",ham,
Envoyer de l'argent maintenant http//bit.ly/2598,phishing,
Kerl hat sich die Haare schneiden lassen. Jetzt zieht es da oben.,ham,
مرحبًا أيها النجم المشرق! كيف حال صبي لعبتي؟ هل يشتهيني بعد؟ هل يتوق ليلعب الجنس معي؟ *يشرب الكابتشينو* اشتقت لك حبيبي *قبلة تعبيرية*,ham,
"Привет, Элейн, сегодняшнее собрание все еще актуально?",ham,
Отправьте деньги сейчас http://bit.ly/2538,phishing,
"Oh, ich werde bezahlt. Das herausragendste ist für einen Werbespot, den ich für Hasbro gemacht habe...im AUGUST! Sie haben uns so viele Hürden auferlegt, um bezahlt zu werden. Immer noch nicht.",ham,
Sende jetzt Geld http//bit.ly/2718,phishing,
قم بشحن رصيدك في خدمة تي كاش من خلال شبكة ATM Bersama و ATM BCA! قم بعمل تحويل بنكي بين البنوك، اختر بنك تي كاش (رمز البنك 911). استخدم رقم الهاتف المحمول كرقم حساب المستلم.,spam,
Grandma hanya mengetahui beberapa hari yang lalu. Cepat mengonni.,ham,
Your entry won! Claim $3836 cash prize at goo.gl/xyz,spam,
الطرد تم التقاطه في الموقع النهائي: http://ffnst.com/7DH860,phishing,
Paket im Terminal festgehalten: http://ffnst.com/7DH597,phishing,
Siva is in hostel aha:-.,ham,
"ஏன் வெறி, ஏன் விடை, உங்கள் தொடர்புக்கு ஏதுவாக இருந்ததுன்",ham,
"Sy RUDI en Jambi, para amigos que a menudo pierden en la lotería, es hora de vencer al distribuidor, contacten a mbah ROS al 082325557768, se garantiza que acertarán, ya he probado y ganado 50 millones con 4 cifras.",spam,
Paket im Terminal festgehalten: http://ffnst.com/7DH6,phishing,
Ciao ragazzo! Geeee ... oggi mi manchi. Mi piace mandarti un messaggio e ricordarti che sto pensando a te ... E che ti amo ... *bacio affettuoso*,ham,
"Wa, votre phrase d'ouverture est très formelle... De toute façon, je vais bien aussi, juste que je mange trop et je prends du poids... Haha... Est-ce qu'il s'est passé quelque chose de spécial?",ham,
"இந்த SMS க்கு பதிலளி அனுப்பவும், உங்களை தேர்ந்தெடுத்ததற்கு நன்றி மற்றும் உங்கள் வருகையை எதிர்காலத்தில் எதிர்பார்க்கின்றோம்! மனமார்த்துக்கள், ஜூலியா மற்றும் விக்டோரியா",ham,
"Obtenez rapidement un diplôme D3-S1-S2 authentique enregistré et accrédité, rapide, instantané et officiel. Veuillez visiter : www.buatijazahs1.wordpress.com ou contacter : 085222999475. Merci",spam,
"T-Mobile-Kunde, Sie können jetzt Ihr KOSTENLOSES KAMERA-HANDY-Upgrade und eine Prepaid-SIM-Karte für Ihre Treue erhalten. Rufen Sie unter 0845 021 3680 an. Angebot endet am 28. Februar. Es gelten die Geschäftsbedingungen.",spam,
Waaaat?? Lololo சரி அடுத்து நேரத்தில்!,ham,
"Hola, el balance de su cuenta de Voicespin StockTradeGlobal es -1868.52. A menos que lo recargue lo antes posible, alcanzará el límite de crédito y se bloqueará automáticamente.",ham,
එය හොයනවා. මාගේ හානිය කියන්නවා...,ham,
هل يمكنك الحصول على هاتفين الآن؟ أريد التحدث لترتيب لقاء. اتصل بي الآن على 09096102316. يمكنك المجيء إلى هنا غدًا. أحبك، جين xx المكالمات بتكلفة 1 جنيه في المتوسط للدقيقة. מורמובס EMS POBox45 PO139WA,spam,
"Ваш запрос обрабатывается. Через некоторое время ваш интернет-пакет будет отключен, и будет действовать базовый тариф для интернета.",ham,
Prize winner! Claim your $4294 gift card at tinyurl.com/abc,phishing,
හායි ජෝන්,ham,
Paket di Terminal ditahan: http://ffnst.com/7DH365,phishing,
"Wah ... Aku mencintaimu begitu sangat, aku hampir tidak bisa menahannya",ham,
Debt relief program: Get out of debt fast! Call 3666,spam,
حسنًا، سبعة عشر جنيهاً إسترلينياً مقابل سبعمئة ميليلتر - أتمنى أن تكون موافقًا.,ham,
Prize winner! Claim your $3629 gift card at tinyurl.com/abc,phishing,
Bank of America: Suspicious charge of $4803. Review at bit.ly/123,phishing,
Sie müssen dem IRS JETZT Geld senden unter https://tinyurl.com/8890.,spam,
"Вас обманывают! Получите мобильный контент на www.clubmoby.com, позвоните по номеру 08717509990, полифония/мелодии настоящие/картинки/рингтоны/игры, шесть загрузок всего за 3.",spam,
Text BANNEDUK என்று 89555 க்கு அனுப்பவும்! செலவு 150 பென்னி உள்ளீர் என்று தெரியுமா உங்கள் அனுப்புநர் g696ga 18+ XXX,spam,
Work from home: Earn $3391/hour! Start today: tinyurl.com/abc,spam,
RM0.00 Firefly FY3552 PEN-KNO на 21DEC23 был перенесен на 0700 часов. Новый маршрут отправлен по электронной почте. Для запросов позвоните по номеру +60378454543,ham,
"Halo orang Minang, ada stiker keren di Grup Line Kami Urang Kampuang MINANG GUY, beli pakai pulsa Telkomsel.",spam,
Ricevi gratuitamente un potenziatore di dati mobili con ogni nuovo piano telefonia MobileNet. Chiamaci al 800-555-0199 o visita il sito www.mobilenet.com/26,phishing,
thesmszone.com වෙත ඔබට නිදහස් හා ප්රලේඛ පණිවිඩ යවන්නෙන්ම ඉඩකඩම් ගාස්තුවක්..මම මෙම පණිවිඩයේ මගින් පණිවිඩයක් යවමින්..පණිවිඩ වඩාත් අපගේම භාවිත සඳහන් සංස්කෘත ද???,spam,
Вам нужно отправить деньги IRS СЕЙЧАС по адресу https://tinyurl.com/8939,spam,
"Paham. kerugiannya adalah keuntungan bagi saya :) Jadi, apakah kamu bekerja? Sekolah?",ham,
"¡Has ganado un premio garantizado de 32000 euros o quizás incluso 1000 libras en efectivo para reclamar tu premio llama gratis al 0800 ..... (mayores de 18 años). Es un número de teléfono gratuito legítimo, ¿qué opinas?",spam,
Debt relief program: Get out of debt fast! Call 9927,spam,
الفرصة الأخيرة! احصل على قيمة 150 جنيه إسترليني من قسائم الخصم اليوم! ارسل نعم إلى 85023 الآن! SavaMob، عروض لأعضاء الهواتف المحمولة! الشروط والأحكام: SavaMob POBOX84، M263UZ. اشتراك بقيمة 3.00 جنيه استرليني للأفراد الذين تبلغ أعمارهم 16 سنة.,spam,
Work from home: Earn $3892/hour! Start today: tinyurl.com/abc,spam,
https://goo.gl/783336,spam,
Your order #1388 has been shipped.,ham,
මුන් මූලාස්ථරයක් http//bit.ly/2535,phishing,
ممكن تُطلب منه أن يأتي، هذا يكفي :-),ham,
அன்பே! யாராவது உங்களை ரகசியமாக பிடித்துக் கொண்டிருக்கிறார்! அவர் யார் என்பதை அறிய விரைவில் எங்களை அழையுங்கள் 09065394973 நெட்வொர்க் நெம்பரிலிருந்து DATEBox1282EssexCM61XN நெயண்ட்லைன் 150 பெ/நிமிடம் 18,spam,
Todays Vodafone numbers ending with 4882 are selected to a receive a Â£350 award. If your number matches call 09064019014 to receive your Â£350 award.,spam,
Sende jetzt Geld http//bit.ly/1228,phishing,
இந்த நாட்டில் வெளியில் முனையப்பட்ட நீர்ப்படங்களை பயன்படுத்த முடியாது.,ham,
(aytd2773838383 https://goo.gl/783255),spam,
Send Money Now http//bit.ly/2043,phishing,
Package held at terminal: http://ffnst.com/7DH960,phishing,
سيدي، أنا في انتظار اتصالك، عندما تكون متاحًا، الرجاء الاتصال بي.,ham,
ටර්මිනල් තැමැති පැක් පැක්: http://ffnst.com/7DH673,phishing,
آسف، لا أستطيع فهم النص الذي كتبته. يمكنك إعادة صياغته بشكل أوضح؟,ham,
هل تعتقد أنك ذكي؟ اربح £200 هذا الأسبوع في مسابقتنا الأسبوعية، ارسل PLAY إلى 85222 الآن! الشروط والأحكام: WinnersClub صندوق بريد 84، M26 3UZ. 16+. £1.50/أسبوع,spam,
Your entry won! Claim $1616 cash prize at tinyurl.com/abc,spam,
என் மொபைல்,ham,
"Halo, saldo akun Voicespin Zeus100 Anda saat ini adalah 97,22. Kecuali Anda mengisi ulang secepatnya, saldo akan mencapai batas kredit dan akan diblokir secara otomatis. Terima kasih.",ham,
Job offer: Earn $3046/month. Apply at bit.ly/123,phishing,
Senden Sie jetzt Geld http//bit.ly/2273,phishing,
Prize winner! Claim your $1259 gift card at tinyurl.com/abc,phishing,
🎉 CONGRATS! You won $3136 Amazon gift card! Redeem at bit.ly/123 🎉,spam,
"Update_Now - 12Mths по половине цены Orange абонентская плата: 400 минут... Позвоните MobileUpd8 по номеру 08000839402 или позвоните, чтобы отказаться от услуги=J5Q",spam,
Get a free mobile data booster with every new phone plan at MobileNet. Call us at 800-555-0199 or visit www.mobilenet.com/7,phishing,
Your verification code is 8371,ham,
Your entry won! Claim $1097 cash prize at goo.gl/xyz,spam,
FREE iPhone 15! Enter code 3947 at goo.gl/xyz,spam,
Your entry won! Claim $1674 cash prize at tinyurl.com/abc,spam,
Vas a ser mi perdición. Voy a dejar una nota que diga que todo es culpa de Rob. Véngame.,ham,
"Für die glitzerndsten Einkaufspausen ab 45 pro Person; rufen Sie 0121 2025050 an oder besuchen Sie www.shortbreaks.org.uk""",spam,
WhatsApp: New security code: 2452. Don't share it.,phishing,
أين في أبوجا تخدم؟ هل تقيم مع الأب أم بمفرده؟,ham,
https://bit.ly/10897,spam,
Merci de ne pas répondre à ce SMS.,ham,
"Доктор назначил мне морфий, потому что другие обезболивающие не помогают. Жду, когда моя мама принесет его. Это лекарство должно быстро помочь, так что постараюсь быть позже.",ham,
Non. Je ne veux rien entendre.,ham,
"¡El verano finalmente ha llegado! ¿Te gustaría charlar o coquetear con solteros sexys en tu área? Para ser emparejado, simplemente responde VERANO ahora. Gratis para unirte. Para dejar de recibir mensajes, envía STOP Ayuda08714742804",spam,
Pacchetto trattenuto in Terminal: http://ffnst.com/7DH966,phishing,
escholarship.org/uc/item/5xt4952c,ham,
Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX Â£1.50,spam,
Kirim Uang Sekarang http//bit.ly/1775,phishing,
Invia denaro ora http//bit.ly/2804,phishing,
"ඔව්, මම සම්පුර්ණ ක ටි වත් එයට...",ham,
أرسل المال الآن http//bit.ly/1077,phishing,
"This is a shortened URL, which, when clicked on, redirects to the original link. If you tell me what the original link is about, I might be able to provide more information or assistance in German.",spam,
Вы звонили мне? Позвоните на мой мобильный телефон...,ham,
"Astaga, aku ingin berteriak. Aku menimbang berat badan dan aku kehilangan lebih banyak berat badan! Woohoo!",ham,
எனக்கு உன் வானங்கள் வேலிக்கட்டத்தினால் உடைந்து விழுந்து வருகின்றன.,ham,
"Informasi penting untuk pengguna orange 0789xxxxxxx. Hari ini adalah hari keberuntunganmu! Untuk mengetahui alasannya, kunjungi http://www.urawinner.com ADA KEJUTAN FANTASTIS MENANTI ANDA!",spam,
URGENT: Your prize is waiting! Call 1694,spam,
நீங்கள் அதை இங்கே காணலாம்: https://www.google.com/search?q=,ham,
Vous devez envoyer de l'argent à l'IRS MAINTENANT sur https://tinyurl.com/8842,spam,
Bank of America: Suspicious charge of $1555. Review at tinyurl.com/abc,phishing,
Your tax refund of $2219 is ready. Claim at bit.ly/123,phishing,
සම්පූර්ණ මුදල් අදමින් යන්න http//bit.ly/1435,phishing,
Посылка удерживается в терминале: http://ffnst.com/7DH93,phishing,
"¡Oops! Estaba en la ducha cuando llamaste. Oye, se derrumbó un estacionamiento en el hospital universitario. ¡Ves que no estoy loco! Cosas así SÍ suceden.",ham,
Your account balance is $1117,ham,
"Ce l'abbiamo fatta! L'arrivo a Taunton è previsto per le 12:30, come programmato. Spero che vada ancora bene?! È stato bello vederti! :-xx",ham,
Your account balance is $4697,ham,
WhatsApp: New security code: 2502. Don't share it.,phishing,
Хорошо. Я ухожу - хорошей ночи!,ham,
Send Money Now http//bit.ly/2684,phishing,
"Свободный топовый рингтон - подпишитесь на еженедельный рингтон, получите первую неделю бесплатно - отправьте SUBPOLY на 81618 - ?3 в неделю - остановить SMS-08718727870",spam,
Work from home: Earn $3193/hour! Start today: tinyurl.com/abc,spam,
FREE iPhone 15! Enter code 2277 at tinyurl.com/abc,spam,
Pacchetto trattenuto in terminal: http://ffnst.com/7DH897,phishing,
URGENT: Your prize is waiting! Call 4803,spam,
"Krim ke BNI aja a/n Ayu Suryani no rek 0215891174, klo sudah dikirim kabarin ya!",spam,
Job offer: Earn $1436/month. Apply at bit.ly/123,phishing,
Prize winner! Claim your $3776 gift card at tinyurl.com/abc,phishing,
WIN 1725 NOW! Click goo.gl/xyz to claim!,spam,
"Qualcuno che conosci ha chiesto al nostro servizio di appuntamenti di contattarti! Non riesci a indovinare chi sia? CHIAMA ORA il 09058095107 e tutto sarà rivelato. POBox 7, S3XY 150p",spam,
WIN 2689 NOW! Click goo.gl/xyz to claim!,spam,
Sende jetzt Geld: http://bit.ly/1839,phishing,
"ඇලක්ස් ප්රවීදී දක්ශාකයි පන්නයෝගේ තොක්ස් වහල කියන්නයි එසි, එයි දක්ශාකයි තම්පායෝ පැය 8 ට පෙන්වයිදිල කරා වෙනුවෙන් වෙන්දක්ශාකයිඒ.",ham,
Bank of America: Suspicious charge of $4393. Review at tinyurl.com/abc,phishing,
දැන් මුදල් යවන්න http//bit.ly/2023,phishing,
Kirim Uang Sekarang http//bit.ly/2390,phishing,
TcHoM6TTGt465_l0cA==mFsT1YMv20r6DJ-C/Ue0X2MblNBGKgnkt2QMDnetY6AXyZ6I==Cui8ji75BRj1a7md/getBPSms?utm_source=snap_ice&utm_medium=sms. We look forward to se,ham,
VUELVE A TAMPA FFFFUUUUUUU,ham,
Paquete retenido en la terminal: http://ffnst.com/7DH945,phishing,
Hoy es el DÍA DE ACEPTAR... ¿Me aceptas como? Hermano Hermana Amante Querido/a Mejor/a Cercano/a Amigo/a Adorable Amigo/a Amigo/a lindo/a Compañero/a de vida Amado/a Corazón Dulce Mejor amigo/a Sin respuesta significa enemigo.,ham,
Kakak saya sedang menonton acara sore ini jadi saya tidak menonton bersamanya. Jadi kalau kamu mau nonton hari ini atau besok aja ya.,ham,
Huh? 6 anche non può? Allora quanti errori ci sono?,ham,
"JEU GRATUIT. Obtenez Rayman Golf 4 GRATUITEMENT depuis l'Arcade de jeux O2. Tout d'abord, obtenez vos paramètres de jeux. Répondez POST, puis enregistrez & activez. Appuyez sur la touche 0 pour accéder à l'Arcade. Termes et conditions s'appliquent.",spam,
Stai venendo truffato! Ottieni i tuoi contenuti per cellulari da www.clubmoby.com chiama 08717509990 poly/true/Pix/Suonerie/Giochi sei download per soli 3,spam,
Microsoft: Unübliche Anmeldeaktivität für ***********16. Bitte überprüfen Sie unter https://aka.ms/alca.,ham,
https://bit.ly/10424,spam,
Bisakah kita semua memutuskan lebih cepat karena saudara perempuan saya sudah mau pulang..,ham,
Посылка задержана в терминале: http://ffnst.com/7DH809,phishing,
Paket im Terminal festgehalten: http://ffnst.com/7DH659,phishing,
ஹாய். கடந்த இரவு எப்படி இருந்தது? நான் மீதியடைந்து என் உணர்ச்சியை வரிசையிட்டு அனைத்துவது வழிபடும்... இனிமேல் மறுசேர்க்கை செய்ய உள்ளேன்! எதை கூட வாங்க விரும்புகிறீர்கள் என்று என்ன வகைய?,ham,
"Das ist ja nett. Schade, dass ich es nicht essen kann.",ham,
WhatsApp: New security code: 2572. Don't share it.,phishing,
Prize winner! Claim your $1218 gift card at tinyurl.com/abc,phishing,
Bank of America: Suspicious charge of $3158. Review at bit.ly/123,phishing,
أرسل النقود الآن http//bit.ly/2298,phishing,
WhatsApp: New security code: 8412. Don't share it.,phishing,
Kirim Uang Sekarang http//bit.ly/1411,phishing,
"Ich möchte morgens gehen, aber wenn wir zu zweit sind, benutzt nur NAME1 Grab :( Warten auf NAME1 am Mittag. :(",ham,
"Nouvelle promotion de la boutique Artha - jaya BB Dakota 3 millions Iphone5 3,5 millions BB Onyx3 2,8 millions Appareil photo ETC Appeler SMS à : 085335875777",spam,
"Hi, Your birthday is coming soon. It is time to buy a 1 Cr Term Plan for Rs.5390 rather paying Rs.5603 after birthday. Click rml.lu/Cvs559Y24",spam,
Pacco trattenuto al terminal: http://ffnst.com/7DH1049,phishing,
நீங்கள் உடன் திரும்ப பணம் அதிகாரப்பூர்வமாக அனுப்ப வேண்டும் https://tinyurl.com/9051,spam,
"¡Urgente! Llama al 09066350750 desde tu teléfono fijo. Tus vacaciones de 4* en Ibiza o 10,000 en efectivo te esperan para ser recogidos. Consulta los términos y condiciones en la dirección postal PO BOX 434 SK3 8WP. Tarifa de 150 ppm. Mayores de 18 años.",spam,
Sende jetzt Geld. http://bit.ly/2850,phishing,
WhatsApp: New security code: 4560. Don't share it.,phishing,
"No dice, clase de arte de 6 a 9 :( gracias de todos modos. ¿Alguna idea de a qué hora debo venir mañana?",ham,
🎉 CONGRATS! You won $2521 Amazon gift card! Redeem at tinyurl.com/abc 🎉,spam,
"¡Puedes navegar en Internet con 1,5GB por solo 20rb, el paquete es válido por 90 días! ¿QUIERES? Escribe SÍ al 919. La oferta es válida hasta el 8 de enero de 2016.",spam,
Ich habe den Machine-Learning-Teil noch nicht abgeschlossen.,ham,
https://bit.ly/11400,spam,
Your entry won! Claim $3472 cash prize at tinyurl.com/abc,spam,
Oui mais lequel est pire pour moi,ham,
🎉 CONGRATS! You won $3712 Amazon gift card! Redeem at bit.ly/123 🎉,spam,
Kirim Uang Sekarang http//bit.ly/1996,phishing,
Earn $503 per week working from home!,spam,
"Я еще не добавил √º, верно?",ham,
<#> Veuillez entrer 942956 dans LINE dans les 30 prochaines minutes.\JFoQLtyexga,ham,
Your order #2768 has been shipped.,ham,
තැරිඟුක් කිලෝ 7DH1013: http://ffnst.com/7DH1013,phishing,
Your tax refund of $3822 is ready. Claim at tinyurl.com/abc,phishing,
Paket ditahan di Terminal: http://ffnst.com/7DH201,phishing,
Sembra che tu possa passare molto tempo in quel dispositivo di castità ragazzo ... *sorride* ... Oppure prendi le tue botte da bravo cane. Andrai a rilassarti in un bel bagno lungo ora?,ham,
தான் வருந்தியுள்ளது ஜிம் போக என்றுொருவர்.,ham,
Paket ditahan di Terminal: http://ffnst.com/7DH790,phishing,
Paket im Terminal festgehalten: http://ffnst.com/7DH920,phishing,
WhatsApp: New security code: 6793. Don't share it.,phishing,
Vous devez envoyer de l'argent à l'IRS MAINTENANT sur https://tinyurl.com/8945,spam,
"Quiz Pub Moby. Gagnez un prix de 100£ en magasin si vous savez qui sera la nouvelle Duchesse de Cornouailles? Envoyez son prénom au 82277. Désabonnez STOP 1,50 £ 008704050406 SP",spam,
Envoyer de l'argent maintenant http//bit.ly/2789,phishing,
Unter dem Meer liegt ein Fels. Im Fels befindet sich ein Umschlag. Im Umschlag liegt ein Papier. Auf dem Papier stehen 3 Worte...,ham,
"ஒரு அற்புதமான மேடை - ""கடந்த வாழ்க்கையில் சரியானதை எதை தெரிய வேண்டும் என்று சொன்னால்!! ஒரு பொய் இயற்கையில் ஒரு பயம் ஏற்படுத்தும் பதின்மூன்று மந்திரங்கள் படிக்கப்படுகின்றன.""",ham,
Bank of America: Suspicious charge of $2888. Review at tinyurl.com/abc,phishing,
Invia denaro adesso http://bit.ly/2187,phishing,
"Tessy..por favor, hazme un favor. Por favor, transmite mis felicitaciones de cumpleaños a Nimya..por favor, no lo olvides. Hoy es su cumpleaños Shijas",ham,
"Конечно, большой человек. У меня выборы по хоккею в 6, но думаю, что не продлятся больше часа.",ham,
BiP Verification Code: 63671\Please do not share.\AviOZVGs9JJ B002,ham,
In realtà ho cancellato il mio vecchio sito web..ora sto bloggando su magicalsongs.blogspot.com,ham,
للأسف، لقد اكتشفت للتو أن علينا استلام أختي من المطار ذلك المساء، لذا لا أعتقد أنني سأخرج على الإطلاق. يجب أن نحاول الخروج في إحدى المرات الأخرى.,ham,
"Nous y sommes arrivés ! Eta à Taunton est 12h30 comme prévu, j'espère que c'est toujours bon ?! Content de vous voir ! :-xx",ham,
"Iya, ikut programnya. Kamu sedang kurang semangat.",ham,
Invia denaro ora http//bit.ly/2023,phishing,
WIN 2621 NOW! Click goo.gl/xyz to claim!,spam,
تم تسجيل الطرد في المحطة: http://ffnst.com/7DH807,phishing,
https://goo.gl/783297,spam,
Geld senden jetzt http//bit.ly/1949,phishing,
