id,source,text,dataset_label,rule_label,rule,typesafe_label,typesafe_confidence,decision,decision_source
r06113,rehearsal,"O2 இலிருந்து அறிதல்: 2.50 பவுண்டு இலவச அழைய கட்டணம் மற்றும் மிகப் பட்டியல் விவரங்களைப் பெற தயவுசெய்து உங்களுடைய செல்லுபடியான பெயர், வீட்டு எண் மற்றும் புகோஸ்தல் இணையத்துடன் இந்த உரைக்கு 2 பதிலளிக்கவும் நன்றி",spam,spam,,phishing,0.91,phishing,approved 2026-09-17 (bulk suggestion)
r07559,rehearsal,மொபைல் நெட் உலாபவின் ஒவ்வொரு புதிய போன் திட்டத்துடன் இலவச மொபைல் தரவு உதவி பூஸ்டர் பெறுக. 800-555-0199 எண்களில் எங்களை அழையுங்கள் அல்லது www.mobilenet.com/27 இணையதளத்தை அணுகவும்.,phishing,phishing,,spam,0.91,spam,approved 2026-09-17 (bulk suggestion)
r04692,rehearsal,ඔබගේ අපේම දැනගන්නා Amazon මිලටම රු. 108.34 ස් අයිනයක් කර තිබේ. මෙහෙදී දෝෂයක් ඇවිල්ලේ සහෝය (407) 438-4356 දුරකථන අංකය ඇකීමේදී නම්.,spam,spam,,phishing,0.9,phishing,approved 2026-09-17 (bulk suggestion)
r04709,rehearsal,"Anda telah menerima pesan bahwa Anda telah menjadi pemenang di Hadiah Kejutan BritAma. Untuk informasi lebih lanjut, kunjungi www.hadiahkejutangBri.blogspot.com. Jika Anda menerima pesan telepon yang mengaku dari BANK BRI namun tidak dapat dipercaya, jangan memberikan nomor PIN Anda.",spam,spam,,phishing,0.9,phishing,approved 2026-09-17 (bulk suggestion)
r05017,rehearsal,"GAGNANT : Nous avons un gagnant ! M. T. Foley a remporté un iPod ! D'autres prix passionnants bientôt, alors gardez un œil sur votre mobile ou visitez www.win-82050.co.uk",spam,spam,,phishing,0.9,phishing,approved 2026-09-17 (bulk suggestion)
r05663,rehearsal,OFFER: aytd2773838383 https://goo.gl/782930,spam,remove,decision4_junk_code_link,spam,0.9,remove,approved 2026-09-17 (bulk suggestion)
r06121,rehearsal,"Поздравляем, вам присуждены 500 ваучеров на компакт-диски или гарантированный подарок на 125 и бесплатный вход в еженедельное розыгрыш на 100. Отправьте SMS с текстом MUSIC на номер 87066. Условия на www.Ldew.com1win150ppmx3age16.",spam,spam,,phishing,0.9,phishing,approved 2026-09-17 (bulk suggestion)
r06310,rehearsal,"Informations importantes pour l'utilisateur orange 0789xxxxxxx. Aujourd'hui est votre jour de chance ! Découvrez pourquoi en vous connectant sur http://www.urawinner.com, UNE FANTASTIQUE SURPRISE VOUS ATTEND !",spam,spam,,phishing,0.9,phishing,approved 2026-09-17 (bulk suggestion)
r06431,rehearsal,අත්පොරෝසික! ඔබගේ ජංගම දුරකතන අවසන් සඳහා £2000 උපාංගයක් ලබා දුනා. ඉංගුලින්ට සහිත දුරේෂික අවශ්‍යතා. 09061790121 ට ඇමතුම් කරන්න. අයදුම 3030. නිවැරදි 12 ක් නපුරත්. 150ppm.,spam,spam,,phishing,0.9,phishing,approved 2026-09-17 (bulk suggestion)
r06659,rehearsal,"Qualcuno ha contattato il nostro servizio di appuntamenti e ha inserito il tuo numero di telefono perché gli piaci! Per scoprire chi è, chiama da un telefono fisso al numero 09058098002. PoBox1, W14RG 150p",spam,spam,,phishing,0.9,phishing,approved 2026-09-17 (bulk suggestion)
r07168,rehearsal,மொபைல்நெட் யுனிக்கில் புதிய ஃபோன் திட்டத்துடன் இலவச மொபைல் தரவு பூஸ்டரை பெறுங்கள். எங்களை 800-555-0199 ஐ அழையவும் அல்லது www.mobilenet.com/31 இணையதளத்தை அணுப்பவும்.,phishing,phishing,,spam,0.9,spam,approved 2026-09-17 (bulk suggestion)
r04830,rehearsal,"Félicitations! Un pass cinéma spécial d'un an pour 2 vous appartient. Appelez maintenant le 09061209465! C Suprman V, Matrix3, StarWars3, etc tout cela GRATUITEMENT! bx420-ip4-5we. 150pm. Ne manquez pas!",spam,spam,,phishing,0.89,phishing,approved 2026-09-17 (bulk suggestion)
r05265,rehearsal,¡PRIVADO! Su Estado de Cuenta del 2003 para 07808 XXXXXX muestra 800 puntos S. I. M. sin canjear. Llame al 08719899217 Código de Identificación: 41685 Vence el 07/11/04,spam,spam,,phishing,0.89,phishing,approved 2026-09-17 (bulk suggestion)
r05750,rehearsal,"отличные новости! звоните по бесплатному номеру 08006344447, чтобы получить гарантированные £1000 наличными или £2000 в подарок. говорите с оператором прямо сейчас!",spam,spam,,phishing,0.89,phishing,approved 2026-09-17 (bulk suggestion)
r05797,rehearsal,"Pelanggan T-Mobile, Anda sekarang dapat mengklaim UPGRADE HP KAMERA GRATIS & kartu SIM pay & go sebagai penghargaan atas loyalitas Anda. Hubungi 0845 021 3680. Penawaran berakhir 28 Februari. Berlaku syarat & ketentuan.",spam,spam,,phishing,0.89,phishing,approved 2026-09-17 (bulk suggestion)
r06354,rehearsal,Has ganado un nokia 6230 más una cámara digital gratis. Esto es lo que obtienes cuando ganas nuestra subasta GRATUITA. Para participar envía NOKIA al 83383 ahora. POBOX114/14TCR/W1 16,spam,spam,,phishing,0.89,phishing,approved 2026-09-17 (bulk suggestion)
r06651,rehearsal,تهانينا! هاتف نوكيا 3650 بكاميرا فيديو هو هاتفك. اتصل بالرقم 09066382422. تكلفة المكالمات 150 بنس في الدقيقة. متوسط مدة المكالمة 3 دقائق وتختلف تكلفة المكالمات من الهواتف المحمولة 16+. اغلاق 300603، أرسل إلى BCM4284 Ldn WC1N3XX.,spam,spam,,phishing,0.89,phishing,approved 2026-09-17 (bulk suggestion)
r09077,rehearsal,rіcevι un potenziаtorε dι dаtі mobile gratuіto cоn ognі nuοvo ріano telefоnіco su mobilenet. chiamaci аl 800-ss5-οl99 o vιsιta www.mobilenеt.cοm/10,phishing,phishing,,spam,0.89,spam,approved 2026-09-17 (bulk suggestion)
r02617,rehearsal,Netflix - மூன்று இறுதிப் படிகளை நீங்கள் செய்யும் போது மேலும் மூலம் செல்க. இங்கே பதிவுசெய்து முடிக்கவும்: m.netflix.com/bS8y9mSR8k9,ham,ham,,phishing,0.88,ham,approved 2026-09-17 (bulk suggestion)
r04827,rehearsal,ඔබේ මුදල්-ළුය දැක්කා 500 රුපියය - ඔබේ මුදල වැනි දීම සැමදායක් කිරීම සඳහා ක්‍රිප්ටය යවන්න.GO කියන අතර 86688 ට එළවළු නැගෙන ගන්න. 150p/msg වගේ බේස්මයක්  සන්නස්වීම කරන්න. සෝප්පානුව 08718720201 HG/Suite342/2Lands Row/W1J6HL,spam,spam,,phishing,0.88,phishing,approved 2026-09-17 (bulk suggestion)
r05068,rehearsal,INDOSAT පොයින් සම්මුකත්වය 2013 සුභ සෑම්කාර්ඩ් +6281571xxxx ස්කාර්ඩ් තත්වය තැඹිලි වී ඇත්තේ. ඊ-ලී ඔබට එය Pin-b89c7h9-මෙවනවා PT.INDOSAT වෙත ප්‍රමාදු වෙයි. තොරතුරු සඳහා කියවන්න www.infoindosatpoin.webs.com.,spam,spam,,phishing,0.88,phishing,approved 2026-09-17 (bulk suggestion)
r05452,rehearsal,"Maaf, saya tidak bisa membuka tautan yang dipersingkat. Apakah ada sesuatu yang bisa saya bantu?",spam,remove,decision4_translator_note,ham,0.88,remove,approved 2026-09-17 (bulk suggestion)
r05516,rehearsal,"Кто-то обратился в наш службу знакомств и ввел ваш номер телефона, потому что им нравитесь! Чтобы узнать, кто это, позвоните с городского телефона по номеру 09058098002. PoBox1, W14RG 150p",spam,spam,,phishing,0.88,phishing,approved 2026-09-17 (bulk suggestion)
r05807,rehearsal,Sudah memiliki ponsel selama 11 bulan atau lebih? Anda berhak untuk memperbarui ke ponsel warna terbaru dengan kamera secara gratis! Hubungi Perusahaan Pembaruan Ponsel Gratis di nomor 08002986030.,spam,spam,,phishing,0.88,phishing,approved 2026-09-17 (bulk suggestion)
r06645,rehearsal,"வாழ்த்துக்கள், உங்களுக்கு Virgin Records இலிருந்து ஒரு ஆண்டு வழங்கப்பட்டும் ஏற்கனவே அறை விருப்பத்தில் உள்ள CDs ஒன்று அல்லது ரகசிய பரிசு பெற உடனடியாக அழையவும் 09061104283 Ts&Cs www.smsco.net £1.50pm சரியான 3 நிமிடங்கள் எம்பிரர்கள்.",spam,spam,,phishing,0.88,phishing,approved 2026-09-17 (bulk suggestion)
r02806,rehearsal,"வணக்கம், உங்கள் Voicespin MegaMarkets கணக்கு இருப்பு 1954.36 ஆகும். அதை விரைவில் நிர்வஹிக்க நீங்கள் நிரூபிக்கவும், உடனடியாக அதை நிர்வாகிக்க வருவதில் கிட்ரெட் வரம்பை உடைத்து விலக வேண்டும்.",ham,ham,,phishing,0.87,ham,approved 2026-09-17 (bulk suggestion)
r05659,rehearsal,அவசரம்! லேண்ட்லைன் மூலம் 09061743b11 எண்ணை அழையவும். உங்கள் abta இலவசமாக இருந்து 4* டெனெரிஃபே ஹாலிடே அல்லது £5000 பணம் சம்பாதிக்கக்கூடியது sаe டி&சி box е26 cw2swх 150ppm,spam,spam,,phishing,0.87,phishing,approved 2026-09-17 (bulk suggestion)
r05987,rehearsal,ඉගෙරින්! ඔබගේ ජංගම දුරකථන අර්ධදක්වා £2000 තිබේ. දුරකථන රහිත 09058094455 දෙයකින්. අයිති 3030. නිවේදනය 12 වෙනි කාලයට පමණක් වලින්න,spam,spam,,phishing,0.87,phishing,approved 2026-09-17 (bulk suggestion)
r09100,rehearsal,Dapatkan peningkat ! data seluler 🔗 gratis setiap kali Anda { berlangganan paket ponsel 🎉 baru di ` MobileNet. Hubungi kami | di 800-555-0199 📧 atau kunjungi ? www.mobilenet.com/48 ⚠️,phishing,phishing,,spam,0.87,spam,approved 2026-09-17 (bulk suggestion)
r03759,rehearsal,Netflix - Noch drei weitere Schritte und wir erledigen den Rest. Schließe hier die Anmeldung ab: m.netflix.com/hepyMNxantJ,ham,ham,,phishing,0.86,ham,approved 2026-09-17 (bulk suggestion)
r04967,rehearsal,Декабрь только! У вас уже больше 11 месяцев мобильный телефон? Вы имеете право обновиться до последнего цветного камерного мобильного телефона бесплатно! Звоните в The Mobile Update Co по бесплатному номеру 08002986906,spam,spam,,phishing,0.86,phishing,approved 2026-09-17 (bulk suggestion)
r05485,rehearsal,"Congratulazioni! 2 videotelefoni 3G mobili sono tuoi. Chiama ora al 09063458130! Chattare in video con i tuoi amici, giocare a giochi Java, scaricare musica polifonica, noleggio online.",spam,spam,,phishing,0.86,phishing,approved 2026-09-17 (bulk suggestion)
r05694,rehearsal,"T-Mobile வாடிக்கையாளர், இப்போது உங்கள் இலக்கமான உலவி ஃபோனை மற்றும் ஒரு கட்டண் முறை மற்றும் சொத்து அட்டையுடன் கருத்துக்கான செயல் படியை பெற முடியும். 0845 021 3680 என்ற எண்ணில் அழையவும். சலுவை 28 ஆம் பிப்ரவரி முடிகிறது. கட்டுப்படுத்தும் முடிவுகள் சேர்க்கை",spam,spam,,phishing,0.86,phishing,approved 2026-09-17 (bulk suggestion)
r05819,rehearsal,"Qualcuno ha contattato il nostro servizio di incontri e ha inserito il tuo numero di telefono perché gli interessi! Per scoprire chi è, chiama da un telefono fisso al numero 09111030116. PoBox12n146tf15",spam,spam,,phishing,0.86,phishing,approved 2026-09-17 (bulk suggestion)
r06033,rehearsal,"உங்களுக்கு சமீபத்திய நோகியா ஃபோன், 40GB ஐபாட் MP3 ப்ளேயர் அல்லது £500 விருப்பம் உத்தரவாளி! உள்ளீடு வார்த்தை: COLLECT ஐ எண்: 83355 க்கு அனுப்பவும்! IBHltd LdnW15H 150அங்கத்துக்கு/மெஸேஜ்கள்18+ஏமாற்றுநர்கள்",spam,spam,,phishing,0.86,phishing,approved 2026-09-17 (bulk suggestion)
r06712,rehearsal,මෙම එක්වන අතරින් U හි සම්බන්ධතා කිරීමට අපේ 2දෙවැනි උත්සහයය. ඔබගේ YESTERDAY වැනි හැදුනුම තිබෙන දහය ¬£900 තේරීමට තිබේ. අපට අතර කිරීමක් කරන්න දරන්න 09061702893 ද දුරකථනයට දුරකථන කරන්න.,spam,spam,,phishing,0.86,phishing,approved 2026-09-17 (bulk suggestion)
r06751,rehearsal,"¡Felicidades! 1 año de pase especial de cine para 2 es tuyo. ¡Llama ahora al 09061209465! ¡C Suprman V, Matrix3, StarWars3, etc todo GRATIS! bx420-ip4-5we. 150pm. ¡No te lo pierdas!",spam,spam,,phishing,0.86,phishing,approved 2026-09-17 (bulk suggestion)
r06812,rehearsal,මහ නිවේදනය! ඔබට විශ්වාස සහිත £1000 දුපතියක් හෝ £2000 උපන් උප්‍රදේශයක් අයත් කිරීම සඳහා FREEFONE 08006344447 ඇමතුමකට අළුයම කරන්න. සජීවර්ගෙදර හමුවීමට නවුම් දැනටම කරන්න!,spam,spam,,phishing,0.86,phishing,approved 2026-09-17 (bulk suggestion)
r03236,rehearsal,Von Netflix: Hallo insanakamil. Ihr Konto fordert einen temporären Zugangscode an. Bitte besuchen Sie: m.netflix.com/i8YwJyZtgoT,ham,ham,,phishing,0.85,ham,approved 2026-09-17 (bulk suggestion)
r05273,rehearsal,ඔබට ඉස් NOW වෙත මුනුතුන් https://tinyurl.com/8868 ඇද බැරියාගේආගයි.,spam,spam,,phishing,0.85,phishing,approved 2026-09-17 (bulk suggestion)
r05556,rehearsal,قم بتحويل المبلغ إلى بصفحة البنك فقط بإسم المستلم xxx رقم الحساب 7390685xxx، بعد الانتهاء من العملية قم بإرسال رسالة نصية إلى هذا الرقم!,spam,spam,,phishing,0.85,phishing,approved 2026-09-17 (bulk suggestion)
r05864,rehearsal,Ricevi un totale di premi del valore di centinaia di milioni di rupie presso la Città delle 1000 Benedizioni. Come? Clicca su www.murahituim3.com/kota1000berkah Programma fino al 9 agosto 2013.,spam,spam,,phishing,0.85,phishing,approved 2026-09-17 (bulk suggestion)
r06818,rehearsal,رصيدك النقدي حاليًا 500 جنيه استرليني - لزيادة النقد الآن أرسل كلمة COLLECT إلى 83600 بتكلفة 150 بنس للرسالة. الاتصال على: 08718720201 ص.ب 114/14 تي سي آر/دبليو1,spam,spam,,phishing,0.85,phishing,approved 2026-09-17 (bulk suggestion)
r02004,rehearsal,"<#> කෝඩ් එයට පිවිසෙන්නේ OTP 3776. කොනාගේ යළුට සහාදනා කරන්න, මාත් Gojek කරන යන්න හා සහය ඇය අනුව Gojek කොනා බලා සහාදේ්නාවෙ#. ග ූසීඅ#ණවැඒඑයට වලවු.NUM71yJif3H\",ham,ham,,phishing,0.84,ham,approved 2026-09-17 (bulk suggestion)
r03658,rehearsal,"හායි, ඔබගේ Voicespin MARGIN_ONE_SERVICES_LTD ගිණුමේ ෮රගත වීම -15114.96 වේ. ASAP ලා හෝ ඒගත්ත එක්කත් ඔබගේ වටිනාකම ප්‍රමවී දෙනවා වාර්තා*ඩන්, සී.ටයි.඄.පෙ.ම්‌ කරන්නේ වේ නම් සක්‍රියව ඒ සීඩ් ඉක්මණ් වෙනස් කරමු වේයි පුළුවන්ද?",ham,ham,,phishing,0.84,ham,approved 2026-09-17 (bulk suggestion)
r04503,rehearsal,"<Inoltrato da 21870000>Ciao, questo è l'avviso SMS della tua casella di posta. Hai 4 messaggi. Hai 21 corrispondenze. Per favore, richiama il 09056242159 per recuperare i tuoi messaggi e le corrispondenze.",spam,spam,,phishing,0.84,phishing,approved 2026-09-17 (bulk suggestion)
r04861,rehearsal,කරුණාකර 10ට පසු 9ටදී 0800 169 6031 දරණ සේවා නම්ත ඇමතුම් එක සඳහා එක් විදේශගත කරනලද ¬£1000 හෝ ¬£5000 භාණ්ඩයක් ලැබුවාද ඔබට!,spam,spam,,phishing,0.84,phishing,approved 2026-09-17 (bulk suggestion)
r06119,rehearsal,"தொடர்புக்கான விரைவில் அழைக்கவும்! உங்கள் abta இலவச 4* ஸ்பானிஷ் விடுகதை அல்லது £i0,ο0o பணம் சம்பந்தப்பட்டுத்தர வேண்டும் sae நியமனங்கள் box 47 po19 2еz 1s0рpm 1b+",spam,spam,,phishing,0.84,phishing,approved 2026-09-17 (bulk suggestion)
r06429,rehearsal,OFFER: Ваш текущий денежный баланс составляет 500 фунтов - для максимизации своих наличных отправьте GO на 86688 всего 150р/сообщение. Код: 08718720201 ПО Ящик 114/14 TCR/W1,spam,spam,,phishing,0.84,phishing,approved 2026-09-17 (bulk suggestion)
r06753,rehearsal,වැඩි පාරම්පරිකයන්ට ඇති වියැ £1500 බෝනල් දින 09066364589 ඇතුළත් කරමි,spam,spam,,phishing,0.84,phishing,approved 2026-09-17 (bulk suggestion)
r08762,rehearsal,"கூடிய தொலைபேசி கொண்டு உங்களுக்கு இலவச மொபைல் தரவு பூஸ்டரை பெறுங்கள், MobileNet இல் புதிய தொலைபேசி திட்டத்துடன். எங்களை 800-555-0199 எடுத்து அல்லது www.mobilenet.com/44 என்ற இணையதளத்தில் சந்திக்கவும்.",phishing,phishing,,spam,0.84,spam,approved 2026-09-17 (bulk suggestion)
r04466,rehearsal,PERINGATAN Union Kredit Federal: Kartu Kredit Anda telah dikunci sementara. Harap hubungi layanan kartu di (786) 319-4482,spam,spam,,phishing,0.83,phishing,approved 2026-09-17 (bulk suggestion)
r04680,rehearsal,PROMO: https://goo.gl/782829,spam,remove,decision4_bare_link,spam,0.83,remove,approved 2026-09-17 (bulk suggestion)
r05765,rehearsal,Aktion Nummer: 8714714 - Sie haben einen Städtetrip gewonnen und könnten jeden Woche einen £200 Sommer-Einkaufsbummel gewinnen. Senden Sie STORE an 88039. SkilGme. Teilnahmebedingungen unter 087147403231Winawk! Mindestalter 16 Jahre. £1.50 pro Woche Abonnement.,spam,spam,,phishing,0.83,phishing,approved 2026-09-17 (bulk suggestion)
r06389,rehearsal,"WIN: வணக்கம், உங்கள் பிறந்தநாள் விரைவில் வருகின்றது. பிறந்தநாள் பிறகு கொஞ்சம் பணம் செலுத்தினால் கிரேட் பட்டி 1 கோடியை ரூ.5390-க்கு வாங்கும் போது பிறந்தநாள் பிறகு ரூ.5603 செலுத்த வேண்டும். இருக்கின்றது rml.lu/Cvs559Y24",spam,spam,,phishing,0.83,phishing,approved 2026-09-17 (bulk suggestion)
r06448,rehearsal,قام شخص ما بالاتصال بخدمة المواعدة الخاصة بنا وأدخل رقم هاتفك لأنهم مهتمون بك! لمعرفة من هو، اتصل من هاتف أرضي على الرقم التالي 09111032124. ص.ب 12n146tf150p,spam,spam,,phishing,0.83,phishing,approved 2026-09-17 (bulk suggestion)
r06747,rehearsal,"Sebagai pelanggan terdaftar, Anda akan masuk ke undian untuk mendapatkan voucher hadiah senilai ¬£100 setelah Anda mengirimkan jawaban yang benar ke 80062. Apa yang menjadi nomor 1 di tangga lagu BBC?",spam,spam,,phishing,0.83,phishing,approved 2026-09-17 (bulk suggestion)
r06759,rehearsal,+123 සුබපතා - මේ සතියේ ප්‍රතිඵල £1450 සහිත ප්‍රතිඵලයක් ඔබට ස්ථානගත කිරීමට 09050002311 b4280703 ට ඇමතුම් කරන්න. T&Cs/අවසන් SMS 08718727868. 18 ට වඩා වැඩියිනයන් සඳහා සී.ඔ.ස් ස්ථිත්හිතයන්ය 150ට සහිතය.,spam,spam,,phishing,0.83,phishing,approved 2026-09-17 (bulk suggestion)
r06825,rehearsal,ඔබගේ 2004 ගිනුම 07XXXXXXXXX සතුයි 786 අභාවපත් ලැබේ. නිවැරදි කිරීම සඳහා 08719181259 කෙනෙකු ඇතුලු කරන්න හිතයි: XXXXX නාමාව: 26.03.05,spam,spam,,phishing,0.83,phishing,approved 2026-09-17 (bulk suggestion)
r02529,rehearsal,"SHOPEE: Il y a une tentative d'ajout de compte bancaire à votre compte. Si c'est bien vous, cliquez sur ce lien pour continuer: shopee.co.id/dlink/verify/link?q=e4MR9",ham,ham,,phishing,0.82,ham,approved 2026-09-17 (bulk suggestion)
r02889,rehearsal,"வணக்கம், உங்கள் Voicespin MARGIN_ONE_SERVICES_LTD கணக்கு இல்லை -9711.68. ASAP இல் அதை நிகர்த்துவிக்க பெரும்பாலான நேரத்தில் நிகர்த்திக்க அது கிரெடிட் உயர்ச்சார அடையாளமாகும்.",ham,ham,,phishing,0.82,ham,approved 2026-09-17 (bulk suggestion)
r04441,rehearsal,"<Reenviado desde 21870000> Hola, este es tu alerta de mensaje de texto del buzón de correo. Tienes 4 mensajes. Tienes 21 coincidencias. Por favor, llama al 09056242159 para recuperar tus mensajes y coincidencias.",spam,spam,,phishing,0.82,phishing,approved 2026-09-17 (bulk suggestion)
r05067,rehearsal,OFFER: https://bit.ly/10589,spam,remove,decision4_bare_link,spam,0.82,remove,approved 2026-09-17 (bulk suggestion)
r05173,rehearsal,"¡Felicidades! 2 * teléfonos móviles 3G con 🏦 videollamadas 💸 son tuyos. ¡Llama ahora al 09063458130! + Videochatea con tus amigos, juega 🎁 juegos de Java, descarga música > polifónica, ) sin < alquiler ) en línea.",spam,spam,,phishing,0.82,phishing,approved 2026-09-17 (bulk suggestion)
r05432,rehearsal,"Promotionsnummer: 8714714 - Du hast einen City-Break gewonnen und könntest JEDE WOCHE einen £200 Sommer-Einkaufsbummel gewinnen. Sende den Text STORE an 88039. SkilGme. TsCs087147403231Winawk! Alter 16, £1.50 pro Woche Abonnement",spam,spam,,phishing,0.82,phishing,approved 2026-09-17 (bulk suggestion)
r07277,rehearsal,එවිට අගයා ඇඳුම පාද කරනු ලබනු: http://ffnst.com/7DH105,phishing,phishing,,spam,0.82,phishing,approved 2026-09-17 (bulk suggestion)
r04536,rehearsal,"Maaf, saya tidak dapat membuka tautan singkat atau meluncurkan aplikasi pihak ketiga. Apakah ada yang bisa saya bantu dengan informasi lainnya?",spam,remove,decision4_translator_note,ham,0.81,remove,approved 2026-09-17 (bulk suggestion)
r05309,rehearsal,"Numéro de promotion : 8714714 - Vous avez gagné une escapade en ville et vous pourriez GAGNER une virée shopping d'été de 200 £ chaque semaine. Envoyez DÉPÔT au 88039. SkilGme. CGV 087147403231Pour gagner ! À partir de 16 ans, 1,50 £ par abonnement par semaine",spam,spam,,phishing,0.81,phishing,approved 2026-09-17 (bulk suggestion)
r05311,rehearsal,بلومبرغ - مركز الرسائل +447797706009 لماذا تنتظر؟ قدّم طلب لمستقبلك http://c4reer$.8|0om8erg.com,spam,spam,,phishing,0.81,phishing,approved 2026-09-17 (bulk suggestion)
r05815,rehearsal,"Il tuo saldo contante è attualmente di 500 sterline - per massimizzare il tuo incasso, invia ORA a 83600 solo 150p/messaggio. CC: 08718720201 PO BOX 114/14 TCR/W1",spam,spam,,phishing,0.81,phishing,approved 2026-09-17 (bulk suggestion)
r06081,rehearsal,"WIN: CDs 4u: ඔබට උදාවූ CD ගාස්තු වවරායකයන් ලබා ගත හැකිය කිරීමට හෝ ආශාවට විශ්වාසය කළ විට, නිසා දැනටද 2 දොන් රු. 100 ලෙස මුළු වරටත් ප්‍රවේශ වීමට නොවිමන නොවළෙන මෙහේ සලකුණ ඔබගේ හෝගම එකට මස අභාවප්‍රකට හෝ වර්ඩීය කිරීමට  ඉඩ ලබා ගත හැක. ක්.ව. ක. www.ldew.com1win150ppmx3age16",spam,spam,,phishing,0.81,phishing,approved 2026-09-17 (bulk suggestion)
r06398,rehearsal,"¡Alguien que conoces ha pedido a nuestro servicio de citas que te contacte! ¿No puedes adivinar quién? LLAMA AL 09058095107 AHORA y todo se revelará. POBox 7, S3XY 150p",spam,spam,,phishing,0.81,phishing,approved 2026-09-17 (bulk suggestion)
r06565,rehearsal,உங்களுக்கு 1 புதிய செய்தி உள்ளது. 020t-0bе-6o89 எண்களை அழைக்கவும்.,spam,spam,,phishing,0.81,phishing,approved 2026-09-17 (bulk suggestion)
r08581,rehearsal,නව දුරකථන සැලසුමක් සමග නොමිලෝ mobile data booster එකක් ලබාදෙන්න MobileNet හි 800-555-0199 ට අප වෙත ඇමතු‍න් හෝ www.mobilenet.com/55 වෙත පිවිස්වන්න.,phishing,phishing,,spam,0.81,spam,approved 2026-09-17 (bulk suggestion)
r04140,rehearsal,Netflix - еще три шага и мы сделаем все остальное. Завершите регистрацию здесь: m.netflix.com/kyfnMGNivVB,ham,ham,,phishing,0.8,ham,approved 2026-09-17 (bulk suggestion)
r04409,rehearsal,"Вам гарантирован современный телефон Nokia, MP3-плеер iPod на 40 ГБ или приз в размере £500! Отправьте слово COLLECT на номер 83355! IBHltd LdnW15H 150р/за сообщение получено18",spam,spam,,phishing,0.8,phishing,approved 2026-09-17 (bulk suggestion)
r05079,rehearsal,PROMO: අද පමණයි!!! ඔබ ඉදිරිපස 200 MB නිපැය 3ක් ලබා ගත්තේ එයට 1000 ක් සහ මුල් මුල්දරයාගැනිවීමක්. කරුණාකර මෙහෙයවීමට සේ කියාපිටකයයි. අතවශ්‍යයාව අදාළ කාරණය සමග TL049B,spam,spam,,phishing,0.8,phishing,approved 2026-09-17 (bulk suggestion)
r05664,rehearsal,"ВЫ ИДЕТЕ В БАГАМЫ! Позвоните по бесплатному телефону 08081560665 и поговорите с оператором, чтобы получить либо круиз на Багамы, либо £2000 наличными только для лиц старше 18 лет. Чтобы отказаться, отправьте текст X на 07786200117",spam,spam,,phishing,0.8,phishing,approved 2026-09-17 (bulk suggestion)
r05869,rehearsal,இன்றைய வோடா எண்கள் 1225 என்று முடிவுக்கான சீர்திருத்தம் £50ஒழிய தேர்ந்தெடுக்கப்பட்டுள்ளது. உங்களின் இலக்கை இலவசமாக 08712300220 எண்க்கு அழைக்கவும் குறியீடு குறியீடு 3100 ச்டாண்டர்ட் விலைகளை பயன்படுத்தவும்.,spam,spam,,phishing,0.8,phishing,approved 2026-09-17 (bulk suggestion)
r06384,rehearsal,"අපේක්ෂ! ඔබගේ ඉස්ක්ලැන්ඩ්වකින් 09066350750 සිට ඇධ්යන්න. ඔබගෙන් ව්‍යාපෘත 4* ඉබිසා දිවි හෝ 10,000 මුදල් ලබා ගැනීමට පිළිගත වේ SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",spam,spam,,phishing,0.8,phishing,approved 2026-09-17 (bulk suggestion)
r06450,rehearsal,"தொடர்புக்கான விரைவில் அழைக்கவும்! உங்கள் ABTA இலவச 4* ஸ்பானிஷ் விடுகதை அல்லது £10,000 பணம் சம்பந்தப்பட்டுத்தர வேண்டும் SAE நியமனங்கள் BOX 47 PO19 2EZ 150ppm 18+",spam,spam,,phishing,0.8,phishing,approved 2026-09-17 (bulk suggestion)
r06543,rehearsal,"டிசம்பர் மாதம் மட்டும்! உங்கள் மொபைலை 11 மாதங்கள் மேல் கொண்டிருந்தால், உங்களுக்கு செல் உபதேகனமான சமீபத்திய நிற கேமரா மோபைல் இலவசமாக புதுப்பிக்க உங்களுக்கு உரியும்! செல் தி மொபைல் அப்டேட் கோ இன் இலவசமாக 08002986906 என்னுடன் தொடர்பு கொள்ளவும்!",spam,spam,,phishing,0.8,phishing,approved 2026-09-17 (bulk suggestion)
r04583,rehearsal,"fél!c1t@tions! un p4s5 c!néma $pécial d'un an pour 2 v0us apparti3nt. app3lez maint3nant le 09061209465! c suprman v, matrix3, starwars3, etc tout c3la gr4tuitement! bx420-ip4-5we. 150pm. n3 manque2 p45!",spam,spam,,phishing,0.79,phishing,approved 2026-09-17 (bulk suggestion)
r02525,rehearsal,مرحبًا، رصيد حسابك في Voicespin StockTradeGlobal هو -1873.02. مالم تقم بشحنه على الفور، فسوف يصل إلى الحد الأقصى للائتمان وسوف يتم حظره تلقائيًا.,ham,ham,,phishing,0.78,ham,approved 2026-09-17 (bulk suggestion)
r04319,rehearsal,"வணக்கம், உங்கள் Voicespin StockTradeGlobal கணக்கு இருப்பு -1873.02 ஆகும். நீங்கள் அதிகரிக்க ASAP செய்யாதால் கடன் வரம்பை அளித்து அது தானாக முடக்கப்படும்",ham,ham,,phishing,0.78,ham,approved 2026-09-17 (bulk suggestion)
